1
全球发出警示！请传出去！ 隐翅虫，在你身上时绝对不要打，她身上有毒液，接触到皮肤，就死定了！ 跟你的孩 子、朋友讲，万一身上有这虫，用嘴巴轻轻 吹走就好。绝对不要用手打. 医师强调,如果 每个收到这份微博的人,能够转发十份给其他人,肯定至少有一条生命将会被挽救回来,请转发！
[0.5174364447593689, 0.5729945302009583, 0.4230819046497345, 0.2815592288970947, 0.5378759503364563]
[0.5243404507637024, 0.5760449767112732, 0.4186996817588806, 0.29310253262519836, 0.5424329042434692]
[0.4704301953315735, 0.5325453281402588, 0.4284593164920807, 0.28220415115356445, 0.48305657505989075]
[0.5467820763587952, 0.5930488109588623, 0.4162801504135132, 0.2724021077156067, 0.5758243799209595]
[0.6277270913124084, 0.537666380405426, 0.42318394780158997, 0.30911746621131897, 0.6100323796272278]
[0.5226256847381592, 0.563694179058075, 0.4383053183555603, 0.2816418409347534, 0.5600520372390747]
[0.47365713119506836, 0.5682486891746521, 0.4711020886898041, 0.31384512782096863, 0.5051455497741699]
[0.5231043100357056, 0.5829376578330994, 0.4581019878387451, 0.28669822216033936, 0.507417619228363]
[0.42441490292549133, 0.5676126480102539, 0.4618966281414032, 0.3119684159755707, 0.45158058404922485]
[0.532667338848114, 0.581375777721405, 0.44608068466186523, 0.28658369183540344, 0.5205463171005249]
[0.4014793038368225, 0.569558322429657, 0.458955854177475, 0.29885298013687134, 0.46587464213371277]
[0.5050692558288574, 0.5839048027992249, 0.43273648619651794, 0.29673290252685547, 0.4974600374698639]
[0.4832441508769989, 0.549386203289032, 0.4584070146083832, 0.33499157428741455, 0.524515688419342]
[0.5492174029350281, 0.5623287558555603, 0.4151786267757416, 0.30582448840141296, 0.5395509600639343]
[0.49155348539352417, 0.5424757599830627, 0.4827517867088318, 0.3627683222293854, 0.5492997765541077]
[0.4891001284122467, 0.5568634271621704, 0.4291003346443176, 0.2987577021121979, 0.49398475885391235]
[0.5325873494148254, 0.5880876183509827, 0.42129048705101013, 0.2533036768436432, 0.5475322008132935]
[0.48891523480415344, 0.5986390709877014, 0.4251663088798523, 0.2733253836631775, 0.5165185332298279]
[0.4585845172405243, 0.571863055229187, 0.4607652723789215, 0.3202536106109619, 0.5044079422950745]
[0.48950254917144775, 0.5809463858604431, 0.4239475727081299, 0.2564936876296997, 0.534397542476654]
[0.4220086336135864, 0.5295016765594482, 0.4672529399394989, 0.3600704073905945, 0.4608161151409149]
[0.4113292694091797, 0.5189427137374878, 0.4596744477748871, 0.34033438563346863, 0.4692303240299225]
[0.470398873090744, 0.5441294312477112, 0.4784042537212372, 0.38382434844970703, 0.491123765707016]
[0.5115336179733276, 0.5766132473945618, 0.4085972309112549, 0.27677401900291443, 0.5302094221115112]
[0.5185933113098145, 0.5886591672897339, 0.41420748829841614, 0.28358691930770874, 0.5321028828620911]
[0.4981653392314911, 0.586291491985321, 0.4130634367465973, 0.27747800946235657, 0.5251455903053284]
[0.416271448135376, 0.5763152837753296, 0.4356174170970917, 0.290353387594223, 0.4663355350494385]
[0.3646358847618103, 0.5359193086624146, 0.47527891397476196, 0.39568400382995605, 0.43480879068374634]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.40950313210487366, 0.509711503982544, 0.5230982303619385, 0.4394180178642273, 0.4823065400123596]
[0.5202862024307251, 0.5810336470603943, 0.4101262390613556, 0.26850610971450806, 0.5348315834999084]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.4818546772003174, 0.5671708583831787, 0.4427948296070099, 0.3154818117618561, 0.5104961395263672]
[0.5109227895736694, 0.5853680968284607, 0.40947777032852173, 0.26754269003868103, 0.5385450720787048]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.4089055061340332, 0.5784577131271362, 0.45308005809783936, 0.2784103751182556, 0.48602575063705444]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.5505284667015076, 0.5586832761764526, 0.41110673546791077, 0.2741393744945526, 0.5438083410263062]
[0.507658839225769, 0.5878708362579346, 0.4285045862197876, 0.284208208322525, 0.5381495356559753]
[0.5040035247802734, 0.5719863772392273, 0.43091994524002075, 0.27657848596572876, 0.5261465907096863]
[0.5325873494148254, 0.5880876183509827, 0.42129048705101013, 0.2533036768436432, 0.5475322008132935]
[0.5708593726158142, 0.5666177272796631, 0.40925121307373047, 0.2809031307697296, 0.5418026447296143]
[0.5023055672645569, 0.5446605682373047, 0.42943811416625977, 0.30160820484161377, 0.510751485824585]
[0.3579863905906677, 0.4956020712852478, 0.5209632515907288, 0.5076622366905212, 0.4707532227039337]
[0.5325873494148254, 0.5880876183509827, 0.42129048705101013, 0.2533036768436432, 0.5475322008132935]
[0.43147072196006775, 0.5620872974395752, 0.4347231686115265, 0.3161328434944153, 0.445723295211792]
[0.5354865789413452, 0.5888907313346863, 0.41922876238822937, 0.2605830132961273, 0.5253303050994873]
[0.4412144720554352, 0.5644070506095886, 0.4353482127189636, 0.29452675580978394, 0.47834375500679016]
[0.4150409698486328, 0.5841261744499207, 0.4383302330970764, 0.3165690004825592, 0.449922651052475]
[0.45233774185180664, 0.5390539765357971, 0.48079052567481995, 0.3433372378349304, 0.4789159893989563]
[0.49411672353744507, 0.5668970346450806, 0.44414931535720825, 0.31923893094062805, 0.5046558380126953]
[0.479027658700943, 0.5662898421287537, 0.45423340797424316, 0.31048592925071716, 0.49109765887260437]
[0.5167646408081055, 0.5892900824546814, 0.43205246329307556, 0.27814891934394836, 0.5488680005073547]
[0.5502533316612244, 0.5312448740005493, 0.41978147625923157, 0.28317323327064514, 0.554564893245697]
[0.5185933113098145, 0.5886591672897339, 0.41420748829841614, 0.28358691930770874, 0.5321028828620911]
[0.5300180315971375, 0.5434104204177856, 0.43559932708740234, 0.2944554388523102, 0.514430820941925]
[0.517874002456665, 0.5767468214035034, 0.4348505437374115, 0.30217382311820984, 0.5204111337661743]
[0.5089868903160095, 0.5460788011550903, 0.4750097692012787, 0.3977372646331787, 0.5095660090446472]
[0.5281877517700195, 0.5715010762214661, 0.42248210310935974, 0.3059374690055847, 0.547787606716156]
[0.5612098574638367, 0.5723749399185181, 0.4094949960708618, 0.2743681073188782, 0.5457145571708679]
[0.44526177644729614, 0.5782157182693481, 0.43330898880958557, 0.3055168688297272, 0.4906873404979706]
[0.5314624309539795, 0.5905582904815674, 0.4107275903224945, 0.2563171982765198, 0.53498375415802]
[0.510661244392395, 0.5563965439796448, 0.4457795321941376, 0.33731943368911743, 0.5267202854156494]
[0.5325873494148254, 0.5880876183509827, 0.42129048705101013, 0.2533036768436432, 0.5475322008132935]
[0.4818546772003174, 0.5671708583831787, 0.4427948296070099, 0.3154818117618561, 0.5104961395263672]
[0.5130496025085449, 0.5486928820610046, 0.4428993761539459, 0.3431892693042755, 0.5399431586265564]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.503182590007782, 0.5662260055541992, 0.41809216141700745, 0.2740998864173889, 0.5342814922332764]
[0.5103945136070251, 0.5929614901542664, 0.421758770942688, 0.2625429928302765, 0.5313159823417664]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.4149000346660614, 0.5635489225387573, 0.4600434899330139, 0.2917886972427368, 0.46701928973197937]
[0.49894917011260986, 0.566394567489624, 0.44981494545936584, 0.31275007128715515, 0.49904292821884155]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.5185933113098145, 0.5886591672897339, 0.41420748829841614, 0.28358691930770874, 0.5321028828620911]
[0.47441554069519043, 0.5460038185119629, 0.45904356241226196, 0.3458734452724457, 0.5214893817901611]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.5040035247802734, 0.5719863772392273, 0.43091994524002075, 0.27657848596572876, 0.5261465907096863]
[0.5185933113098145, 0.5886591672897339, 0.41420748829841614, 0.28358691930770874, 0.5321028828620911]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.5185933113098145, 0.5886591672897339, 0.41420748829841614, 0.28358691930770874, 0.5321028828620911]
[0.5588051676750183, 0.5635886192321777, 0.4408937096595764, 0.2785269618034363, 0.559221088886261]
[0.5451405048370361, 0.5799071192741394, 0.4316512644290924, 0.266661137342453, 0.5196403861045837]
