1
君子坦荡荡,小人玩红霞；商女不知亡国恨,一天到晚玩红霞；举头望明月,低头玩红霞；洛阳亲友如相问，就说我在玩红霞；少壮不努力，老大玩红霞；垂死病中惊坐起,今天还想玩红霞；生当作人杰，死亦玩红霞；人生自古谁无死，来生继续玩红霞；众里寻他千百度，蓦然回首，那人正在玩红霞。
[0.4789588451385498, 0.565435528755188, 0.4513014853000641, 0.3002120554447174, 0.508362889289856]
[0.36908283829689026, 0.5403874516487122, 0.46253108978271484, 0.30494117736816406, 0.4432319104671478]
[0.5201112031936646, 0.571560263633728, 0.4272964894771576, 0.24916590750217438, 0.5302605628967285]
[0.4581200182437897, 0.5060117840766907, 0.467629998922348, 0.29807814955711365, 0.4574049413204193]
[0.5097486972808838, 0.5506517887115479, 0.44607460498809814, 0.3537907004356384, 0.5220202803611755]
[0.4035619795322418, 0.5630075931549072, 0.43835076689720154, 0.29424363374710083, 0.4609862267971039]
[0.5915609002113342, 0.5581888556480408, 0.4128129780292511, 0.2516767382621765, 0.5824033617973328]
[0.5529263615608215, 0.5259488224983215, 0.47551244497299194, 0.3946181535720825, 0.5586228370666504]
[0.5296357870101929, 0.5720282196998596, 0.4261961877346039, 0.28516829013824463, 0.5534939765930176]
[0.5460132956504822, 0.5685949325561523, 0.4271082580089569, 0.2946820855140686, 0.5652026534080505]
[0.45811840891838074, 0.5557860136032104, 0.47138768434524536, 0.3398166596889496, 0.5065510272979736]
[0.5037502646446228, 0.5774347186088562, 0.42291948199272156, 0.2693723440170288, 0.5199460387229919]
[0.47306087613105774, 0.5460886359214783, 0.43685784935951233, 0.28732094168663025, 0.48248425126075745]
[0.5477280020713806, 0.5822266340255737, 0.42114710807800293, 0.24481284618377686, 0.5776515007019043]
[0.5330934524536133, 0.568572461605072, 0.44503098726272583, 0.28098535537719727, 0.5709349513053894]
[0.49454426765441895, 0.5538427233695984, 0.43379315733909607, 0.27864715456962585, 0.5257782936096191]
[0.54112309217453, 0.560608983039856, 0.41684892773628235, 0.2618100643157959, 0.5441855192184448]
[0.43319186568260193, 0.5480502247810364, 0.4814058244228363, 0.33768901228904724, 0.47530174255371094]
[0.5158922672271729, 0.5886529088020325, 0.4366472363471985, 0.265034943819046, 0.5301275253295898]
[0.49168094992637634, 0.570488691329956, 0.442508727312088, 0.2957925796508789, 0.5045384168624878]
[0.5356594920158386, 0.58221834897995, 0.4333818256855011, 0.29792892932891846, 0.5598551630973816]
[0.448932021856308, 0.5556519031524658, 0.46822014451026917, 0.3143311142921448, 0.4978485107421875]
[0.5802428722381592, 0.5765357613563538, 0.41391521692276, 0.257286936044693, 0.5615950226783752]
[0.4904678463935852, 0.5569557547569275, 0.4316473603248596, 0.29548558592796326, 0.5013418197631836]
[0.5307847857475281, 0.5627026557922363, 0.41598206758499146, 0.30221694707870483, 0.5182325839996338]
[0.5132929682731628, 0.5506010055541992, 0.43472570180892944, 0.2844412326812744, 0.5072766542434692]
[0.5703724026679993, 0.5668917298316956, 0.4034412205219269, 0.2599833607673645, 0.5675978064537048]
[0.5371472835540771, 0.5448663234710693, 0.46567007899284363, 0.37035197019577026, 0.5312158465385437]
[0.5082792043685913, 0.5685483813285828, 0.4432840943336487, 0.3241115212440491, 0.5123629570007324]
[0.4987814426422119, 0.5541702508926392, 0.4580879807472229, 0.34498026967048645, 0.5177360773086548]
[0.4998170733451843, 0.5469615459442139, 0.46644818782806396, 0.293813556432724, 0.5208479166030884]
[0.537490963935852, 0.5889076590538025, 0.4251931309700012, 0.26352155208587646, 0.533898651599884]
[0.46145835518836975, 0.5830153226852417, 0.4491526186466217, 0.31013166904449463, 0.5226848125457764]
[0.5397105813026428, 0.5826517343521118, 0.42501217126846313, 0.27717992663383484, 0.5555291175842285]
[0.5400803089141846, 0.5569022297859192, 0.4528035521507263, 0.32729482650756836, 0.5392204523086548]
[0.5377970337867737, 0.5742101073265076, 0.4251973032951355, 0.28097933530807495, 0.5717072486877441]
[0.4812489449977875, 0.5489560961723328, 0.4325602352619171, 0.2628662586212158, 0.5374691486358643]
[0.5218930840492249, 0.5729462504386902, 0.42163994908332825, 0.28446507453918457, 0.548225462436676]
[0.5380920171737671, 0.5797983407974243, 0.41835394501686096, 0.28382349014282227, 0.5349465608596802]
[0.45495352149009705, 0.5219637751579285, 0.5065296292304993, 0.4004940390586853, 0.5049423575401306]
[0.5590805411338806, 0.5266602039337158, 0.42068740725517273, 0.3241440951824188, 0.5647543668746948]
[0.5267890095710754, 0.5615151524543762, 0.4255449175834656, 0.2964310646057129, 0.536313533782959]
[0.5569705367088318, 0.5420087575912476, 0.47905677556991577, 0.3998252749443054, 0.536993145942688]
[0.4392200708389282, 0.5654029846191406, 0.4289948344230652, 0.3087655007839203, 0.5006154775619507]
[0.4894927740097046, 0.5713362693786621, 0.4486890435218811, 0.29279759526252747, 0.5181663036346436]
[0.5110283493995667, 0.5834207534790039, 0.42276522517204285, 0.28580179810523987, 0.5479899644851685]
[0.5771894454956055, 0.5170734524726868, 0.478348970413208, 0.395481675863266, 0.6059808731079102]
[0.45870327949523926, 0.5599369406700134, 0.4424085319042206, 0.304917573928833, 0.46313127875328064]
[0.45448029041290283, 0.5770155191421509, 0.42173105478286743, 0.28745388984680176, 0.4970773756504059]
[0.48745062947273254, 0.5228706002235413, 0.47093337774276733, 0.3276118040084839, 0.5040522813796997]
[0.562200129032135, 0.572034478187561, 0.4084518551826477, 0.25733980536460876, 0.5526127815246582]
[0.547621488571167, 0.5887632369995117, 0.40339651703834534, 0.2476273477077484, 0.5659433007240295]
