1
【中国特种兵】抗战时国军一新兵的枪被同伴收起来了。他以为枪没了,吓了一身冷汗。于是趁天黑摸到鬼子的阵地干死几个鬼子拿了3支步枪和一挺机枪就往回跑,在回跑的过程中竟然还击毙了8名日本鬼子。他这次私下行动一共打伤打死23名鬼子,简直就是奇迹。后来被授予青天白日奖章,此人乃中国特种兵的始祖。转
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.5233736038208008, 0.5581985116004944, 0.46074655652046204, 0.3890898823738098, 0.5137105584144592]
[0.5605188012123108, 0.5635196566581726, 0.4313923120498657, 0.267095148563385, 0.5411524772644043]
[0.4396522045135498, 0.5588047504425049, 0.4547484517097473, 0.33201050758361816, 0.4794694781303406]
[0.604665219783783, 0.5743891596794128, 0.4041276276111603, 0.24264274537563324, 0.5749400854110718]
[0.4232751727104187, 0.5760371088981628, 0.4468390643596649, 0.2829480469226837, 0.46301501989364624]
[0.5461708903312683, 0.5273149013519287, 0.5031078457832336, 0.4457007050514221, 0.5685487389564514]
[0.5623756051063538, 0.597430408000946, 0.41346481442451477, 0.25099650025367737, 0.5536412000656128]
[0.5391608476638794, 0.5693246126174927, 0.4016154706478119, 0.28965944051742554, 0.5254488587379456]
[0.4293808341026306, 0.5670086741447449, 0.46590742468833923, 0.32070258259773254, 0.45293548703193665]
[0.5489916801452637, 0.5580721497535706, 0.4610063135623932, 0.2930073142051697, 0.5539619326591492]
[0.48726850748062134, 0.5727481245994568, 0.45611897110939026, 0.30245792865753174, 0.508426308631897]
[0.40897998213768005, 0.5687503218650818, 0.46026864647865295, 0.28908219933509827, 0.4747282564640045]
[0.5158811211585999, 0.5817863941192627, 0.430650919675827, 0.2584913372993469, 0.517831027507782]
[0.5469714403152466, 0.5837473273277283, 0.41675275564193726, 0.27968430519104004, 0.5602538585662842]
[0.4781500995159149, 0.5327321290969849, 0.4954081177711487, 0.3711726665496826, 0.47190549969673157]
[0.5309701561927795, 0.5348674058914185, 0.45126619935035706, 0.3201867640018463, 0.5655969977378845]
[0.5108221769332886, 0.5431157946586609, 0.4562702178955078, 0.2978319227695465, 0.5177095532417297]
[0.4396522045135498, 0.5588047504425049, 0.4547484517097473, 0.33201050758361816, 0.4794694781303406]
[0.45734667778015137, 0.567089319229126, 0.45276957750320435, 0.3181396424770355, 0.48568153381347656]
[0.5469714403152466, 0.5837473273277283, 0.41675275564193726, 0.27968430519104004, 0.5602538585662842]
[0.5108221769332886, 0.5431157946586609, 0.4562702178955078, 0.2978319227695465, 0.5177095532417297]
[0.5415367484092712, 0.5676465630531311, 0.4016839861869812, 0.2906898260116577, 0.5134299993515015]
[0.4396522045135498, 0.5588047504425049, 0.4547484517097473, 0.33201050758361816, 0.4794694781303406]
[0.5469714403152466, 0.5837473273277283, 0.41675275564193726, 0.27968430519104004, 0.5602538585662842]
[0.4566732943058014, 0.53950035572052, 0.4940173327922821, 0.37635523080825806, 0.46075090765953064]
[0.5415367484092712, 0.5676465630531311, 0.4016839861869812, 0.2906898260116577, 0.5134299993515015]
[0.4781500995159149, 0.5327321290969849, 0.4954081177711487, 0.3711726665496826, 0.47190549969673157]
[0.5469714403152466, 0.5837473273277283, 0.41675275564193726, 0.27968430519104004, 0.5602538585662842]
[0.5108221769332886, 0.5431157946586609, 0.4562702178955078, 0.2978319227695465, 0.5177095532417297]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.5108221769332886, 0.5431157946586609, 0.4562702178955078, 0.2978319227695465, 0.5177095532417297]
[0.4566732943058014, 0.53950035572052, 0.4940173327922821, 0.37635523080825806, 0.46075090765953064]
[0.5469714403152466, 0.5837473273277283, 0.41675275564193726, 0.27968430519104004, 0.5602538585662842]
[0.5477584004402161, 0.56287682056427, 0.4159773588180542, 0.2654488980770111, 0.5588206648826599]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.5391608476638794, 0.5693246126174927, 0.4016154706478119, 0.28965944051742554, 0.5254488587379456]
[0.4781500995159149, 0.5327321290969849, 0.4954081177711487, 0.3711726665496826, 0.47190549969673157]
[0.5469714403152466, 0.5837473273277283, 0.41675275564193726, 0.27968430519104004, 0.5602538585662842]
[0.5469714403152466, 0.5837473273277283, 0.41675275564193726, 0.27968430519104004, 0.5602538585662842]
[0.5469714403152466, 0.5837473273277283, 0.41675275564193726, 0.27968430519104004, 0.5602538585662842]
[0.4566732943058014, 0.53950035572052, 0.4940173327922821, 0.37635523080825806, 0.46075090765953064]
[0.4396522045135498, 0.5588047504425049, 0.4547484517097473, 0.33201050758361816, 0.4794694781303406]
[0.5415367484092712, 0.5676465630531311, 0.4016839861869812, 0.2906898260116577, 0.5134299993515015]
[0.5477584004402161, 0.56287682056427, 0.4159773588180542, 0.2654488980770111, 0.5588206648826599]
[0.4396522045135498, 0.5588047504425049, 0.4547484517097473, 0.33201050758361816, 0.4794694781303406]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.4396522045135498, 0.5588047504425049, 0.4547484517097473, 0.33201050758361816, 0.4794694781303406]
[0.4781500995159149, 0.5327321290969849, 0.4954081177711487, 0.3711726665496826, 0.47190549969673157]
[0.4566732943058014, 0.53950035572052, 0.4940173327922821, 0.37635523080825806, 0.46075090765953064]
[0.4566732943058014, 0.53950035572052, 0.4940173327922821, 0.37635523080825806, 0.46075090765953064]
[0.5477584004402161, 0.56287682056427, 0.4159773588180542, 0.2654488980770111, 0.5588206648826599]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.5309701561927795, 0.5348674058914185, 0.45126619935035706, 0.3201867640018463, 0.5655969977378845]
[0.4566732943058014, 0.53950035572052, 0.4940173327922821, 0.37635523080825806, 0.46075090765953064]
[0.45734667778015137, 0.567089319229126, 0.45276957750320435, 0.3181396424770355, 0.48568153381347656]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.4781500995159149, 0.5327321290969849, 0.4954081177711487, 0.3711726665496826, 0.47190549969673157]
[0.5415367484092712, 0.5676465630531311, 0.4016839861869812, 0.2906898260116577, 0.5134299993515015]
[0.5108221769332886, 0.5431157946586609, 0.4562702178955078, 0.2978319227695465, 0.5177095532417297]
[0.5415367484092712, 0.5676465630531311, 0.4016839861869812, 0.2906898260116577, 0.5134299993515015]
[0.45734667778015137, 0.567089319229126, 0.45276957750320435, 0.3181396424770355, 0.48568153381347656]
