1
【复旦新生勤工俭学被城管毒打致死】7月27日晚淮安市一名学生（今年刚考取复旦大学）为了筹学费,暑假帮父母在黄河桥卖水果,不幸被城管毒打身亡.城管打了孩子几次.警察到现场的时候,他还活着.警察问谁打他了,他指认其中一个城管.结果那城管当着警察的面猛打那个孩子. 有良心别删！
[0.4650801420211792, 0.5290884375572205, 0.49441996216773987, 0.4087415933609009, 0.4805002510547638]
[0.5149213075637817, 0.5745115280151367, 0.4294396936893463, 0.2818833291530609, 0.5206738114356995]
[0.5003828406333923, 0.5661296844482422, 0.44176310300827026, 0.31242769956588745, 0.5283675789833069]
[0.5091185569763184, 0.5888493657112122, 0.4499795138835907, 0.29816123843193054, 0.5180241465568542]
[0.5616979002952576, 0.5752273797988892, 0.4107864797115326, 0.2818543612957001, 0.5346810221672058]
[0.49127447605133057, 0.5680668354034424, 0.43031397461891174, 0.2854500710964203, 0.516825258731842]
[0.4818919897079468, 0.5689097046852112, 0.44790005683898926, 0.31531307101249695, 0.5141432285308838]
[0.5896202325820923, 0.6009964942932129, 0.3933485150337219, 0.243545264005661, 0.5743495225906372]
[0.5175989270210266, 0.5748668909072876, 0.43368107080459595, 0.2614891231060028, 0.5365269780158997]
[0.5224648118019104, 0.5748170614242554, 0.4406992495059967, 0.31120970845222473, 0.54813551902771]
[0.5093550682067871, 0.5346245765686035, 0.4737604856491089, 0.3524654805660248, 0.5524198412895203]
[0.5896202325820923, 0.6009964942932129, 0.3933485150337219, 0.243545264005661, 0.5743495225906372]
[0.4521288573741913, 0.5272449851036072, 0.500545084476471, 0.425979882478714, 0.5245427489280701]
[0.44780924916267395, 0.5317702889442444, 0.5305385589599609, 0.40965375304222107, 0.5079723000526428]
[0.5325873494148254, 0.5880876183509827, 0.42129048705101013, 0.2533036768436432, 0.5475322008132935]
[0.4437237083911896, 0.5808864831924438, 0.43781134486198425, 0.27734535932540894, 0.47363385558128357]
[0.48578622937202454, 0.5592470765113831, 0.457746684551239, 0.3077487349510193, 0.519921064376831]
[0.5405698418617249, 0.5775220990180969, 0.43924272060394287, 0.29003551602363586, 0.5344474911689758]
[0.468932569026947, 0.5804652571678162, 0.41992220282554626, 0.2756456732749939, 0.522999107837677]
[0.425776869058609, 0.5303038358688354, 0.4494994878768921, 0.3474251925945282, 0.5044049620628357]
[0.4724723696708679, 0.5677681565284729, 0.4504151940345764, 0.28934505581855774, 0.4868612587451935]
[0.46661871671676636, 0.5836977958679199, 0.436079204082489, 0.27481111884117126, 0.4732847213745117]
[0.43212172389030457, 0.5751898288726807, 0.44527751207351685, 0.28993961215019226, 0.4949052929878235]
[0.5046451687812805, 0.5757893323898315, 0.4167110323905945, 0.29084834456443787, 0.526028037071228]
[0.44655176997184753, 0.5618178248405457, 0.45599326491355896, 0.30806964635849, 0.5055551528930664]
[0.4577615261077881, 0.5793249011039734, 0.460303395986557, 0.30508530139923096, 0.5015245676040649]
[0.5168723464012146, 0.5367772579193115, 0.44978663325309753, 0.3307988941669464, 0.545250654220581]
[0.47296738624572754, 0.5608450770378113, 0.4765816926956177, 0.3084397614002228, 0.5189428925514221]
[0.5301759243011475, 0.5829324722290039, 0.40018388628959656, 0.2666611969470978, 0.5496729016304016]
[0.5404128432273865, 0.5823633670806885, 0.4184034764766693, 0.2794688045978546, 0.539771318435669]
[0.5057461857795715, 0.5834884643554688, 0.44275471568107605, 0.2940492630004883, 0.5111212730407715]
[0.5149213075637817, 0.5745115280151367, 0.4294396936893463, 0.2818833291530609, 0.5206738114356995]
[0.3448823094367981, 0.5395542979240417, 0.5393712520599365, 0.4105456471443176, 0.4773327112197876]
[0.5149213075637817, 0.5745115280151367, 0.4294396936893463, 0.2818833291530609, 0.5206738114356995]
[0.5199686288833618, 0.5956312417984009, 0.43131035566329956, 0.284780889749527, 0.5376001596450806]
[0.4932610094547272, 0.5584293603897095, 0.41882485151290894, 0.25106897950172424, 0.5478232502937317]
[0.5203685760498047, 0.5896230340003967, 0.4585669934749603, 0.28832852840423584, 0.5322139263153076]
[0.43511345982551575, 0.5373855829238892, 0.462869793176651, 0.3509482443332672, 0.49282076954841614]
[0.4630661904811859, 0.5197036266326904, 0.4511423707008362, 0.2918137013912201, 0.4923771023750305]
[0.5351190567016602, 0.5852959752082825, 0.42040419578552246, 0.28523245453834534, 0.5490809082984924]
[0.5591685771942139, 0.5783217549324036, 0.41481611132621765, 0.27382519841194153, 0.5496528148651123]
[0.4494442045688629, 0.5472766160964966, 0.44902679324150085, 0.3068949282169342, 0.491804838180542]
[0.4491478204727173, 0.5641932487487793, 0.4469791650772095, 0.30232754349708557, 0.4787423610687256]
[0.5412685871124268, 0.5944374203681946, 0.4234040379524231, 0.2694569230079651, 0.5688313841819763]
[0.5084400773048401, 0.5428534746170044, 0.4370430111885071, 0.30323001742362976, 0.5387051701545715]
[0.4307481050491333, 0.5491344332695007, 0.4877537786960602, 0.358074426651001, 0.5087181925773621]
[0.49719521403312683, 0.5839003324508667, 0.4204108715057373, 0.27536725997924805, 0.5273071527481079]
[0.49782925844192505, 0.569364607334137, 0.45661890506744385, 0.3190138041973114, 0.5216867923736572]
[0.47634002566337585, 0.5376560688018799, 0.46412959694862366, 0.31985586881637573, 0.5027923583984375]
[0.43950432538986206, 0.5781406164169312, 0.4427368640899658, 0.30064553022384644, 0.47692254185676575]
[0.4754083454608917, 0.5687230229377747, 0.4491715431213379, 0.3131408393383026, 0.5116722583770752]
[0.4843582212924957, 0.5728111267089844, 0.41616854071617126, 0.28618866205215454, 0.51265549659729]
[0.5041210651397705, 0.5815398693084717, 0.42548394203186035, 0.2942083179950714, 0.5107850432395935]
[0.42699626088142395, 0.577542781829834, 0.4397917091846466, 0.2719232141971588, 0.48273366689682007]
[0.49266892671585083, 0.532909095287323, 0.46783071756362915, 0.37539446353912354, 0.5008644461631775]
[0.3816918134689331, 0.548092782497406, 0.45348748564720154, 0.32345375418663025, 0.435899555683136]
[0.45262888073921204, 0.552153468132019, 0.48392367362976074, 0.325778603553772, 0.5111966133117676]
[0.5478979349136353, 0.5834406018257141, 0.4249277710914612, 0.2747429311275482, 0.5534804463386536]
[0.5149213075637817, 0.5745115280151367, 0.4294396936893463, 0.2818833291530609, 0.5206738114356995]
[0.5896202325820923, 0.6009964942932129, 0.3933485150337219, 0.243545264005661, 0.5743495225906372]
[0.4607340097427368, 0.5295377969741821, 0.44237416982650757, 0.30477991700172424, 0.5007129907608032]
[0.5046374201774597, 0.5495905876159668, 0.4350438714027405, 0.31027838587760925, 0.5049461126327515]
[0.4071541428565979, 0.5293409824371338, 0.492196649312973, 0.37066274881362915, 0.48277547955513]
[0.5023276209831238, 0.5842579007148743, 0.4363127052783966, 0.28548967838287354, 0.5381445288658142]
[0.418763130903244, 0.5700103640556335, 0.46382299065589905, 0.3071258068084717, 0.4639345705509186]
