1
全球发出警示！请传出去！ 隐翅虫，在你身上时绝对不要打，她身上有 毒液，接触到皮肤，就死定了！ 跟你的孩 子、朋友讲，万一身上有这虫，用嘴巴轻轻 吹走就好。绝对不要用手打. 医师强调,如果 每个收到这份邮件的人,能够转发十份给其他 人,肯定至少有一条生命将会被挽救回来,请 转寄转发！别只存档！
[0.3637262284755707, 0.5375412702560425, 0.5476391911506653, 0.5889202356338501, 0.5230871438980103]
[0.46346232295036316, 0.5895493626594543, 0.4761129915714264, 0.30365055799484253, 0.5103585720062256]
[0.5291454195976257, 0.5201881527900696, 0.45610928535461426, 0.34409016370773315, 0.515646755695343]
[0.49389633536338806, 0.5804553031921387, 0.4328840374946594, 0.29217320680618286, 0.5252892374992371]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.4934166967868805, 0.5868629217147827, 0.4470164477825165, 0.28823122382164, 0.4850083887577057]
[0.5715352892875671, 0.5643881559371948, 0.41054779291152954, 0.2761523127555847, 0.5380334258079529]
[0.46795299649238586, 0.5697476863861084, 0.4493779242038727, 0.3019738495349884, 0.4994044303894043]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.5532073974609375, 0.5810655951499939, 0.40218666195869446, 0.27040693163871765, 0.5501001477241516]
[0.5098159313201904, 0.5727510452270508, 0.44657468795776367, 0.3138015568256378, 0.48876190185546875]
[0.5162234306335449, 0.578303873538971, 0.4209121763706207, 0.2732435166835785, 0.5350408554077148]
[0.49043887853622437, 0.5801362991333008, 0.4432196021080017, 0.29154109954833984, 0.5213021039962769]
[0.5894338488578796, 0.5861788988113403, 0.3948378562927246, 0.25692614912986755, 0.5739879608154297]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.5894338488578796, 0.5861788988113403, 0.3948378562927246, 0.25692614912986755, 0.5739879608154297]
[0.48891523480415344, 0.5986390709877014, 0.4251663088798523, 0.2733253836631775, 0.5165185332298279]
[0.512053370475769, 0.5681875348091125, 0.44058531522750854, 0.31494078040122986, 0.5376431941986084]
[0.504234254360199, 0.5895146131515503, 0.4242057204246521, 0.2905550003051758, 0.5074718594551086]
[0.5420507788658142, 0.5410584211349487, 0.440580278635025, 0.31545373797416687, 0.5513856410980225]
[0.5185933113098145, 0.5886591672897339, 0.41420748829841614, 0.28358691930770874, 0.5321028828620911]
[0.5489662289619446, 0.5869315266609192, 0.4247317314147949, 0.27573439478874207, 0.5535817742347717]
[0.5649087429046631, 0.5691896677017212, 0.4180985391139984, 0.2656935155391693, 0.5291231870651245]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.486559122800827, 0.5664522051811218, 0.44371360540390015, 0.30606529116630554, 0.4933081269264221]
[0.5260583162307739, 0.5768632888793945, 0.42816635966300964, 0.26649850606918335, 0.5496571660041809]
[0.494271844625473, 0.5679377317428589, 0.45050469040870667, 0.2838762104511261, 0.5258734226226807]
[0.48730531334877014, 0.5764123797416687, 0.43291473388671875, 0.28972259163856506, 0.5232511758804321]
[0.5514693856239319, 0.5792885422706604, 0.3990236818790436, 0.27642932534217834, 0.5472259521484375]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.49105337262153625, 0.5643078684806824, 0.4231554865837097, 0.3033585846424103, 0.5073782205581665]
[0.4999271035194397, 0.5677881836891174, 0.4270302951335907, 0.29297271370887756, 0.5274248123168945]
[0.44526177644729614, 0.5782157182693481, 0.43330898880958557, 0.3055168688297272, 0.4906873404979706]
[0.5446767210960388, 0.5887687802314758, 0.4210060238838196, 0.2740000784397125, 0.5505523085594177]
[0.4926501214504242, 0.5752794146537781, 0.43439847230911255, 0.3113299310207367, 0.5103510618209839]
[0.48343876004219055, 0.5804781913757324, 0.4408603608608246, 0.2922375798225403, 0.5399555563926697]
[0.47159165143966675, 0.5814562439918518, 0.4314822256565094, 0.3037547171115875, 0.4885098934173584]
[0.5559179186820984, 0.5816144943237305, 0.4048234522342682, 0.2520963251590729, 0.5728446841239929]
[0.3790876567363739, 0.5444054007530212, 0.45044681429862976, 0.2812511920928955, 0.4570056200027466]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.48733824491500854, 0.5697627067565918, 0.4360646903514862, 0.31030771136283875, 0.5114097595214844]
[0.3769047260284424, 0.5781903862953186, 0.49502333998680115, 0.33298590779304504, 0.4476001262664795]
[0.6150046586990356, 0.5741888284683228, 0.36398816108703613, 0.2345670908689499, 0.6039349436759949]
[0.3215237259864807, 0.5265205502510071, 0.5192135572433472, 0.5412014722824097, 0.500471830368042]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.5185933113098145, 0.5886591672897339, 0.41420748829841614, 0.28358691930770874, 0.5321028828620911]
[0.45062097907066345, 0.5602233409881592, 0.46170350909233093, 0.3297560214996338, 0.49375924468040466]
[0.4139329195022583, 0.5460390448570251, 0.4519595503807068, 0.29613378643989563, 0.4812663793563843]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.506874680519104, 0.5691684484481812, 0.4382851719856262, 0.3087446689605713, 0.4951830506324768]
[0.5392314791679382, 0.5311310291290283, 0.44601309299468994, 0.30656319856643677, 0.5383802056312561]
[0.5151430368423462, 0.5656784176826477, 0.43695130944252014, 0.2983365058898926, 0.5272242426872253]
[0.511255145072937, 0.5555015802383423, 0.44553065299987793, 0.29960352182388306, 0.5322266817092896]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.5185933113098145, 0.5886591672897339, 0.41420748829841614, 0.28358691930770874, 0.5321028828620911]
[0.48891523480415344, 0.5986390709877014, 0.4251663088798523, 0.2733253836631775, 0.5165185332298279]
[0.5185933113098145, 0.5886591672897339, 0.41420748829841614, 0.28358691930770874, 0.5321028828620911]
[0.5065294504165649, 0.5810555815696716, 0.4216257929801941, 0.2882869243621826, 0.5245291590690613]
[0.48139941692352295, 0.5643932819366455, 0.4141506552696228, 0.2957823574542999, 0.5073184370994568]
[0.46842190623283386, 0.5804670453071594, 0.43650028109550476, 0.30999377369880676, 0.4927496314048767]
[0.522419810295105, 0.5667268633842468, 0.44143709540367126, 0.33759576082229614, 0.5422772765159607]
