1
全球发出警示！请传出去！ 隐翅虫，在你身上时绝对不要打，她身上有毒液，接触到皮肤，就死定了！ 跟你的孩 子、朋友讲，万一身上有这虫，用嘴巴轻轻 吹走就好。绝对不要用手打. 医师强调,如果 每个收到这份微博的人,能够转发十份给其他人,肯定至少有一条生命将会被挽救回来,请转发！
[0.5185933113098145, 0.5886591672897339, 0.41420748829841614, 0.28358691930770874, 0.5321028828620911]
[0.4842104911804199, 0.5623906850814819, 0.45449140667915344, 0.32872721552848816, 0.49955955147743225]
[0.5249903202056885, 0.5902063846588135, 0.40617790818214417, 0.26442599296569824, 0.535440981388092]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.4393426477909088, 0.540606677532196, 0.47580620646476746, 0.35983675718307495, 0.4972201883792877]
[0.5298077464103699, 0.5928977727890015, 0.4256591498851776, 0.28714707493782043, 0.5272103548049927]
[0.4696716368198395, 0.5549660325050354, 0.4583151936531067, 0.33449068665504456, 0.5066695213317871]
[0.5189189910888672, 0.5677610635757446, 0.4355641305446625, 0.3013177514076233, 0.5472841858863831]
[0.4022708833217621, 0.5293144583702087, 0.49666616320610046, 0.37529435753822327, 0.441211462020874]
[0.583549439907074, 0.5778008103370667, 0.3978636860847473, 0.2647532522678375, 0.5555663704872131]
[0.5531229376792908, 0.5735966563224792, 0.41050687432289124, 0.2741905748844147, 0.5325888395309448]
[0.4760547876358032, 0.561172366142273, 0.4509691894054413, 0.32225096225738525, 0.47913143038749695]
[0.4849086403846741, 0.5596036911010742, 0.4576910734176636, 0.29420843720436096, 0.5154551863670349]
[0.4901043772697449, 0.5485788583755493, 0.4721767008304596, 0.34226977825164795, 0.49613073468208313]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.5157390236854553, 0.5785409808158875, 0.44177278876304626, 0.29808539152145386, 0.5085161924362183]
[0.3716084361076355, 0.5511972308158875, 0.4574143588542938, 0.3051334619522095, 0.4709336757659912]
[0.4893920123577118, 0.5713129043579102, 0.4671967923641205, 0.3481261432170868, 0.5331340432167053]
[0.5325894355773926, 0.5868740081787109, 0.42791205644607544, 0.2699560821056366, 0.5468476414680481]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.52315354347229, 0.5734578371047974, 0.4179324507713318, 0.284442275762558, 0.5419407486915588]
[0.46102002263069153, 0.5561647415161133, 0.45280376076698303, 0.34442564845085144, 0.5022655129432678]
[0.517414927482605, 0.5855542421340942, 0.4105900526046753, 0.2719733417034149, 0.5328391194343567]
[0.4376193583011627, 0.5714541077613831, 0.4276130199432373, 0.27872389554977417, 0.4977922737598419]
[0.47159165143966675, 0.5814562439918518, 0.4314822256565094, 0.3037547171115875, 0.4885098934173584]
[0.4091789126396179, 0.531783938407898, 0.46108773350715637, 0.36237871646881104, 0.45668861269950867]
[0.3525565266609192, 0.5549966096878052, 0.4557444751262665, 0.29298844933509827, 0.43208077549934387]
[0.5167646408081055, 0.5892900824546814, 0.43205246329307556, 0.27814891934394836, 0.5488680005073547]
[0.5119738578796387, 0.5767773985862732, 0.420161634683609, 0.2886592149734497, 0.5166778564453125]
[0.4680125415325165, 0.5588416457176208, 0.42599427700042725, 0.29599177837371826, 0.5334187746047974]
[0.40516799688339233, 0.5335001349449158, 0.5156837105751038, 0.39964157342910767, 0.4706258177757263]
[0.4444769322872162, 0.5712978839874268, 0.4588656723499298, 0.2920047342777252, 0.4833748936653137]
[0.4818546772003174, 0.5671708583831787, 0.4427948296070099, 0.3154818117618561, 0.5104961395263672]
[0.44526177644729614, 0.5782157182693481, 0.43330898880958557, 0.3055168688297272, 0.4906873404979706]
[0.4485743045806885, 0.5721305012702942, 0.4368821382522583, 0.28727781772613525, 0.4904867112636566]
[0.5286329984664917, 0.5488560795783997, 0.45815563201904297, 0.30140167474746704, 0.5073880553245544]
[0.5531229376792908, 0.5735966563224792, 0.41050687432289124, 0.2741905748844147, 0.5325888395309448]
[0.4032995104789734, 0.5414115190505981, 0.5256457328796387, 0.39368149638175964, 0.5205392837524414]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.5309188961982727, 0.5756950378417969, 0.4221166670322418, 0.2960761487483978, 0.5456736087799072]
[0.514112114906311, 0.5751592516899109, 0.41992104053497314, 0.2942296266555786, 0.5446978211402893]
[0.47924622893333435, 0.5486193299293518, 0.43795594573020935, 0.32959824800491333, 0.49618518352508545]
[0.5088720321655273, 0.578682541847229, 0.41803666949272156, 0.2929556369781494, 0.5311833024024963]
[0.6505274176597595, 0.5074108839035034, 0.47782501578330994, 0.36277496814727783, 0.621444582939148]
[0.47329479455947876, 0.5600936412811279, 0.44599103927612305, 0.3188866674900055, 0.4934660494327545]
[0.5587483048439026, 0.5806975960731506, 0.41386163234710693, 0.2790747880935669, 0.5475422739982605]
[0.48382052779197693, 0.5552723407745361, 0.4411627948284149, 0.3165859580039978, 0.5270201563835144]
[0.4906679391860962, 0.5812228322029114, 0.4204446077346802, 0.2761880159378052, 0.5027510523796082]
[0.4485352337360382, 0.5834328532218933, 0.45285552740097046, 0.3059018552303314, 0.5024028420448303]
[0.48379552364349365, 0.5937032699584961, 0.41920071840286255, 0.2830924987792969, 0.4925927221775055]
[0.5197079181671143, 0.5749695301055908, 0.41280627250671387, 0.2836375832557678, 0.52324378490448]
[0.4233759343624115, 0.5669859647750854, 0.46379339694976807, 0.3200637400150299, 0.5050100088119507]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.4930095672607422, 0.5789492130279541, 0.4282972812652588, 0.31666675209999084, 0.49483272433280945]
[0.49448442459106445, 0.5623543858528137, 0.4350118637084961, 0.31213057041168213, 0.5083528757095337]
[0.5266486406326294, 0.5748177766799927, 0.4272105097770691, 0.2914060652256012, 0.5224658250808716]
[0.5327724814414978, 0.5802121758460999, 0.4826405942440033, 0.3351418077945709, 0.49792084097862244]
[0.5185933113098145, 0.5886591672897339, 0.41420748829841614, 0.28358691930770874, 0.5321028828620911]
[0.46803954243659973, 0.5780530571937561, 0.4375987946987152, 0.28656527400016785, 0.5037727952003479]
[0.4939882457256317, 0.5788004994392395, 0.41422319412231445, 0.2802998721599579, 0.5324353575706482]
[0.5347278118133545, 0.5911832451820374, 0.4151272773742676, 0.2818816900253296, 0.5398721098899841]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.5173792243003845, 0.594586193561554, 0.42000773549079895, 0.2800074517726898, 0.5397984385490417]
[0.5603508353233337, 0.5938385725021362, 0.42290642857551575, 0.28078100085258484, 0.5577940344810486]
[0.47192081809043884, 0.5560111999511719, 0.43749547004699707, 0.3105687201023102, 0.5181679129600525]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.4167400002479553, 0.5672702193260193, 0.4498632550239563, 0.3003574311733246, 0.4816586673259735]
[0.4435133635997772, 0.5506149530410767, 0.47409239411354065, 0.3926813304424286, 0.45375025272369385]
[0.4135834872722626, 0.5612197518348694, 0.44140326976776123, 0.32054731249809265, 0.46701112389564514]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.497302383184433, 0.5774977207183838, 0.4268832802772522, 0.28147420287132263, 0.5178205966949463]
[0.431894987821579, 0.5655754804611206, 0.43793800473213196, 0.31907862424850464, 0.46384739875793457]
[0.5080864429473877, 0.5897077918052673, 0.4358373284339905, 0.26549774408340454, 0.5334566235542297]
[0.5357133150100708, 0.5121775269508362, 0.44894444942474365, 0.3055211305618286, 0.5618110299110413]
[0.5437332391738892, 0.560399055480957, 0.4122404456138611, 0.27517542243003845, 0.5566647052764893]
[0.5606530904769897, 0.5803667902946472, 0.39800503849983215, 0.27266043424606323, 0.5563928484916687]
