1
【鸟叔上春晚1分要10万！网友愤怒】凭《江南Style》风靡全球的韩国明星"鸟叔"朴载相,近日接到春晚邀请。"鸟叔"给出的最新演出费1分钟10万元,除外还要包专机接送。有网友愤怒:"花这么多钱请个韩国人唱两句谁也听不懂的鸟语,远远不如把这些钱给西部贫困山区来得实在!"(金鹰网)PS:过分,让小沈阳跳多好!
[0.4498993754386902, 0.5924889445304871, 0.44785770773887634, 0.29112181067466736, 0.4927842915058136]
[0.475851446390152, 0.5175184607505798, 0.4785269498825073, 0.3659413456916809, 0.45463043451309204]
[0.5334490537643433, 0.5853950381278992, 0.41311168670654297, 0.2823462188243866, 0.525422215461731]
[0.4167039096355438, 0.5791624188423157, 0.4489656090736389, 0.28446632623672485, 0.4690070152282715]
[0.5101467967033386, 0.5769160985946655, 0.44259437918663025, 0.293916791677475, 0.5178171396255493]
[0.5207487344741821, 0.5606085062026978, 0.44922083616256714, 0.3071540296077728, 0.5432312488555908]
[0.48733916878700256, 0.5739020109176636, 0.42586496472358704, 0.2761390507221222, 0.4984787106513977]
[0.537227213382721, 0.5290579199790955, 0.46989959478378296, 0.39991098642349243, 0.5338720679283142]
[0.47545719146728516, 0.5598523616790771, 0.43817654252052307, 0.29429391026496887, 0.5264018774032593]
[0.4986570179462433, 0.5406618714332581, 0.45143118500709534, 0.33960452675819397, 0.5218308568000793]
[0.5374656319618225, 0.5800267457962036, 0.4183309078216553, 0.2765674293041229, 0.5657742619514465]
[0.49390947818756104, 0.555720865726471, 0.4321747124195099, 0.2766510844230652, 0.508849024772644]
[0.4606649875640869, 0.5627468824386597, 0.4629753530025482, 0.33933931589126587, 0.48599860072135925]
[0.5424738526344299, 0.5757115483283997, 0.4283197522163391, 0.27736470103263855, 0.562209963798523]
[0.5065757036209106, 0.5806547999382019, 0.4543391466140747, 0.2905617952346802, 0.5321943163871765]
[0.5082155466079712, 0.5763892531394958, 0.4236147701740265, 0.27735304832458496, 0.5281187295913696]
[0.5043589472770691, 0.5644082427024841, 0.46750953793525696, 0.31982293725013733, 0.5355373024940491]
[0.49609291553497314, 0.5984825491905212, 0.42824408411979675, 0.2836521863937378, 0.543546736240387]
[0.549691379070282, 0.5871497988700867, 0.4130420386791229, 0.26551756262779236, 0.5281603336334229]
[0.4849945306777954, 0.5471469163894653, 0.4411272406578064, 0.314120352268219, 0.5151922702789307]
[0.506219744682312, 0.5662714242935181, 0.432966411113739, 0.28994986414909363, 0.5155312418937683]
[0.5491583347320557, 0.5701896548271179, 0.40324270725250244, 0.2554703950881958, 0.5871041417121887]
[0.5104678869247437, 0.5767033696174622, 0.43592917919158936, 0.2657149136066437, 0.5261455774307251]
[0.47694599628448486, 0.5707288980484009, 0.4301442503929138, 0.2884899973869324, 0.49586066603660583]
[0.48733916878700256, 0.5739020109176636, 0.42586496472358704, 0.2761390507221222, 0.4984787106513977]
[0.45748212933540344, 0.5647352337837219, 0.46507206559181213, 0.3122502565383911, 0.5002215504646301]
[0.4520260989665985, 0.5927117466926575, 0.4509981870651245, 0.27461570501327515, 0.5131053924560547]
[0.5342928767204285, 0.5825321674346924, 0.46575552225112915, 0.30393871665000916, 0.5182530879974365]
[0.4847160279750824, 0.5608588457107544, 0.45844608545303345, 0.3015790283679962, 0.5316839814186096]
[0.4423326253890991, 0.5403300523757935, 0.4666967988014221, 0.3650597929954529, 0.46396568417549133]
[0.4906049072742462, 0.5258209109306335, 0.4585423171520233, 0.3688969016075134, 0.5197373032569885]
[0.5679116249084473, 0.593229353427887, 0.40326380729675293, 0.24899962544441223, 0.5722675323486328]
[0.5249315500259399, 0.5863388180732727, 0.4177999794483185, 0.2725474238395691, 0.535256564617157]
[0.5281554460525513, 0.5530640482902527, 0.4241779148578644, 0.2784637212753296, 0.5294395089149475]
[0.3411582112312317, 0.5029709935188293, 0.47174349427223206, 0.36717912554740906, 0.424635112285614]
[0.466434508562088, 0.5846695899963379, 0.46553486585617065, 0.29108113050460815, 0.521710216999054]
[0.5267961621284485, 0.5424169898033142, 0.4386446177959442, 0.2930164635181427, 0.5375548601150513]
[0.5483624935150146, 0.5848854184150696, 0.4085926115512848, 0.26082396507263184, 0.5565143823623657]
[0.5391624569892883, 0.5790917873382568, 0.4268307089805603, 0.27021324634552, 0.534077525138855]
[0.6074243187904358, 0.589804470539093, 0.3799046576023102, 0.2242264449596405, 0.5969895124435425]
[0.4806711673736572, 0.5332130789756775, 0.4631657600402832, 0.39021456241607666, 0.5032752752304077]
[0.4215947091579437, 0.5880468487739563, 0.43685856461524963, 0.2609027624130249, 0.49422886967658997]
[0.3682872951030731, 0.5410106182098389, 0.43682804703712463, 0.29630130529403687, 0.4435845613479614]
[0.4812327027320862, 0.54852694272995, 0.5046001672744751, 0.3829604685306549, 0.5310032367706299]
[0.5157240629196167, 0.5553946495056152, 0.42549872398376465, 0.3016107380390167, 0.5325729846954346]
