1
#疯狂早报#【鸟叔上春晚1分要10万！网友愤怒】凭《江南Style》风靡全球的韩国明星"鸟叔"朴载相,近日接到春晚邀请。"鸟叔"给出的最新演出费1分钟10万元,除外还要包专机接送。有网友愤怒:"花这么多钱请个韩国人唱两句谁也听不懂的鸟语,远远不如把这些钱给西部贫困山区来得实在!"PS:过分,让小沈阳跳多好!
[0.4802459180355072, 0.5580682754516602, 0.44781744480133057, 0.2941729724407196, 0.5521084666252136]
[0.5156396627426147, 0.5793864130973816, 0.42189162969589233, 0.27768126130104065, 0.558484673500061]
[0.4533321261405945, 0.5916213393211365, 0.4337870180606842, 0.2707708477973938, 0.528333842754364]
[0.4150409698486328, 0.5841261744499207, 0.4383302330970764, 0.3165690004825592, 0.449922651052475]
[0.5592436790466309, 0.5606434345245361, 0.4289640486240387, 0.3135305941104889, 0.5216480493545532]
[0.4460638463497162, 0.5771672129631042, 0.49021661281585693, 0.36193108558654785, 0.4735771119594574]
[0.4713220000267029, 0.588989794254303, 0.461002916097641, 0.3189244568347931, 0.5183790922164917]
[0.545769214630127, 0.587805986404419, 0.42583367228507996, 0.2982177436351776, 0.5340321660041809]
[0.3805595934391022, 0.5487638711929321, 0.44838932156562805, 0.30978506803512573, 0.43362557888031006]
[0.4538390636444092, 0.5580431222915649, 0.4232778251171112, 0.3029743432998657, 0.5266727805137634]
[0.5772274136543274, 0.5510722398757935, 0.4124872088432312, 0.2616139054298401, 0.5823838710784912]
[0.5593166947364807, 0.5953117609024048, 0.4076758325099945, 0.2510342001914978, 0.5853113532066345]
[0.5153363943099976, 0.5853556394577026, 0.4200785458087921, 0.29694250226020813, 0.5356277823448181]
[0.5506446361541748, 0.5773906707763672, 0.42972955107688904, 0.23796740174293518, 0.5510438084602356]
[0.5392153263092041, 0.5521619915962219, 0.43352875113487244, 0.2896984815597534, 0.513684868812561]
[0.4797278642654419, 0.5832785367965698, 0.46865639090538025, 0.3117293119430542, 0.5087742805480957]
[0.43928033113479614, 0.5755216479301453, 0.43812182545661926, 0.28464990854263306, 0.4676651954650879]
[0.3939594328403473, 0.5523464679718018, 0.4548640251159668, 0.2979784607887268, 0.42533525824546814]
[0.3539808392524719, 0.5288814306259155, 0.517446756362915, 0.561131477355957, 0.48155421018600464]
[0.45525476336479187, 0.5405235290527344, 0.4598098397254944, 0.33842039108276367, 0.4929976761341095]
[0.4498993754386902, 0.5924889445304871, 0.44785770773887634, 0.29112181067466736, 0.4927842915058136]
[0.5204830169677734, 0.539714515209198, 0.46008801460266113, 0.37559062242507935, 0.5342813730239868]
[0.4889933168888092, 0.5317085385322571, 0.45706117153167725, 0.3191280961036682, 0.5107682943344116]
[0.3536585867404938, 0.561711847782135, 0.4298149049282074, 0.27608194947242737, 0.44226711988449097]
[0.5011183023452759, 0.5577073693275452, 0.4356187880039215, 0.3167104721069336, 0.5409663319587708]
[0.4782826006412506, 0.5420470833778381, 0.4898781180381775, 0.34981831908226013, 0.48224470019340515]
[0.4682588279247284, 0.5826897621154785, 0.4389791190624237, 0.28403815627098083, 0.5277964472770691]
[0.5391629934310913, 0.5526056289672852, 0.41820740699768066, 0.2771572768688202, 0.5026713609695435]
[0.47188153862953186, 0.5499235987663269, 0.440350204706192, 0.3061099350452423, 0.5160898566246033]
[0.5035231113433838, 0.5450843572616577, 0.45490193367004395, 0.34241101145744324, 0.5094398260116577]
[0.5643227696418762, 0.5848924517631531, 0.41114503145217896, 0.25434064865112305, 0.5780593156814575]
[0.5183097124099731, 0.541716992855072, 0.4558473527431488, 0.332823246717453, 0.5380465984344482]
[0.47694599628448486, 0.5707288980484009, 0.4301442503929138, 0.2884899973869324, 0.49586066603660583]
[0.4735034108161926, 0.5654470324516296, 0.46214303374290466, 0.32105952501296997, 0.5377229452133179]
[0.5130513906478882, 0.5596706867218018, 0.4349871873855591, 0.3269030749797821, 0.5683639049530029]
[0.5684012770652771, 0.5733284950256348, 0.4244450628757477, 0.27099379897117615, 0.5758212804794312]
[0.44047442078590393, 0.533495306968689, 0.4780501425266266, 0.3274259865283966, 0.47341033816337585]
[0.47694599628448486, 0.5707288980484009, 0.4301442503929138, 0.2884899973869324, 0.49586066603660583]
[0.4772188365459442, 0.5342676043510437, 0.4565979242324829, 0.31161636114120483, 0.5023555755615234]
[0.5250692367553711, 0.5859724283218384, 0.43076008558273315, 0.27657878398895264, 0.5618744492530823]
[0.46467167139053345, 0.5356562733650208, 0.538407564163208, 0.45961499214172363, 0.5242719650268555]
[0.4347889721393585, 0.5746702551841736, 0.4506923258304596, 0.29537102580070496, 0.503328263759613]
[0.5072635412216187, 0.5690022706985474, 0.421840637922287, 0.2754167318344116, 0.5462281703948975]
[0.5635476112365723, 0.5503843426704407, 0.43567633628845215, 0.31979289650917053, 0.5517091751098633]
[0.4971941411495209, 0.5522863864898682, 0.42928698658943176, 0.283270001411438, 0.5060837268829346]
[0.4922764301300049, 0.5404732823371887, 0.43567362427711487, 0.32222723960876465, 0.5221800804138184]
[0.4650244116783142, 0.5768699049949646, 0.4432328939437866, 0.2886543273925781, 0.5188762545585632]
[0.5136409401893616, 0.5665389895439148, 0.4218999445438385, 0.29745519161224365, 0.5224533677101135]
[0.49009469151496887, 0.5803847312927246, 0.45174041390419006, 0.30642426013946533, 0.524372935295105]
[0.45607423782348633, 0.5174235701560974, 0.5308884382247925, 0.45694154500961304, 0.4759750962257385]
[0.4670586585998535, 0.5824877619743347, 0.4254615306854248, 0.27982887625694275, 0.49886882305145264]
[0.5391624569892883, 0.5790917873382568, 0.4268307089805603, 0.27021324634552, 0.534077525138855]
[0.48774510622024536, 0.5602197051048279, 0.4324668049812317, 0.3050537407398224, 0.5389936566352844]
[0.5431033968925476, 0.568372905254364, 0.39979448914527893, 0.2712417244911194, 0.5491195917129517]
[0.42688897252082825, 0.5050042867660522, 0.5203121900558472, 0.4186878204345703, 0.46607375144958496]
[0.4905115067958832, 0.5389704704284668, 0.4538916349411011, 0.3321576416492462, 0.5305296778678894]
[0.5195679068565369, 0.5737884640693665, 0.4098679721355438, 0.29227951169013977, 0.5204333662986755]
[0.5027974247932434, 0.5794551372528076, 0.43971824645996094, 0.29668620228767395, 0.5281469225883484]
[0.48733916878700256, 0.5739020109176636, 0.42586496472358704, 0.2761390507221222, 0.4984787106513977]
[0.48829811811447144, 0.5765838027000427, 0.427394300699234, 0.2838425636291504, 0.5237327218055725]
[0.4870031476020813, 0.5727657675743103, 0.42834600806236267, 0.28182533383369446, 0.5438847541809082]
[0.4808792769908905, 0.5679266452789307, 0.4471909999847412, 0.3240184783935547, 0.5095400214195251]
[0.5974626541137695, 0.5684708952903748, 0.4021443724632263, 0.2592574656009674, 0.5605936646461487]
[0.4539623260498047, 0.553501307964325, 0.4563741683959961, 0.34766480326652527, 0.5156212449073792]
[0.3586727976799011, 0.540485143661499, 0.4764305651187897, 0.3557978570461273, 0.4301205277442932]
[0.5131027698516846, 0.5777573585510254, 0.43794459104537964, 0.3047259747982025, 0.5276017189025879]
[0.49574950337409973, 0.5543716549873352, 0.4705197513103485, 0.3342032730579376, 0.5299314856529236]
[0.3900589644908905, 0.5459395051002502, 0.4470166862010956, 0.30353844165802, 0.4607824981212616]
[0.5595946907997131, 0.5878722071647644, 0.42116662859916687, 0.2651057243347168, 0.5661084651947021]
[0.47694599628448486, 0.5707288980484009, 0.4301442503929138, 0.2884899973869324, 0.49586066603660583]
[0.4586299657821655, 0.5560036301612854, 0.4428595304489136, 0.2918148338794708, 0.48515188694000244]
[0.44485101103782654, 0.5606307983398438, 0.42724505066871643, 0.2856416404247284, 0.49956199526786804]
[0.5488263964653015, 0.5635588765144348, 0.41815444827079773, 0.26323768496513367, 0.5580649375915527]
[0.41397717595100403, 0.5195252299308777, 0.4780213236808777, 0.4105118215084076, 0.4487530589103699]
[0.5403148531913757, 0.529257595539093, 0.4318709075450897, 0.35462939739227295, 0.537647008895874]
[0.38839292526245117, 0.5563491582870483, 0.439380943775177, 0.31463658809661865, 0.44775712490081787]
[0.3826749324798584, 0.567756175994873, 0.4549659788608551, 0.3515354096889496, 0.4426657557487488]
[0.5044177770614624, 0.5807493329048157, 0.4284650683403015, 0.30688291788101196, 0.536270260810852]
[0.49398910999298096, 0.5624808073043823, 0.43161872029304504, 0.3110882043838501, 0.5177221298217773]
[0.4697275161743164, 0.5739476084709167, 0.4623050391674042, 0.31394392251968384, 0.49264243245124817]
[0.4894183576107025, 0.5990290641784668, 0.43963608145713806, 0.28569164872169495, 0.49524393677711487]
[0.5449874997138977, 0.5869976878166199, 0.42469146847724915, 0.2702022194862366, 0.5729560256004333]
[0.4787306785583496, 0.5687281489372253, 0.4410591125488281, 0.2830292582511902, 0.5374186635017395]
