1
【鸟叔上春晚1分要10万！网友愤怒】凭《江南Style》风靡全球的韩国明星"鸟叔"朴载相,近日接到春晚邀请。"鸟叔"给出的最新演出费1分钟10万元,除外还要包专机接送。有网友愤怒:"花这么多钱请个韩国人唱两句谁也听不懂的鸟语,远远不如把这些钱给西部贫困山区来得实在!"(金鹰网)
[0.5397973656654358, 0.5595653653144836, 0.4376645088195801, 0.2976466119289398, 0.5493806004524231]
[0.5501909255981445, 0.5419558882713318, 0.4215930104255676, 0.31939229369163513, 0.5152908563613892]
[0.5067423582077026, 0.5558041930198669, 0.4610508382320404, 0.3180367648601532, 0.5215672254562378]
[0.4922025501728058, 0.5448384284973145, 0.4976322054862976, 0.3919335603713989, 0.5142006278038025]
[0.5003551840782166, 0.5881379246711731, 0.42527779936790466, 0.29496344923973083, 0.5539264678955078]
[0.4756688177585602, 0.5934292674064636, 0.41746631264686584, 0.2729281783103943, 0.5259294509887695]
[0.5194799304008484, 0.5567785501480103, 0.41668543219566345, 0.26729896664619446, 0.5412564277648926]
[0.5040874481201172, 0.543051540851593, 0.44408559799194336, 0.31859371066093445, 0.5375021696090698]
[0.5168842077255249, 0.5337124466896057, 0.47891882061958313, 0.37151288986206055, 0.5508428812026978]
[0.4746874272823334, 0.5352234244346619, 0.5171481966972351, 0.4582180082798004, 0.5106459259986877]
[0.4379054605960846, 0.5829890966415405, 0.45141923427581787, 0.2986345589160919, 0.48555445671081543]
[0.4972994327545166, 0.5918696522712708, 0.43352383375167847, 0.2941955626010895, 0.5273895263671875]
[0.5054776072502136, 0.5430271625518799, 0.4848399758338928, 0.38333889842033386, 0.536798357963562]
[0.5454688668251038, 0.5558966398239136, 0.4068741798400879, 0.27473002672195435, 0.5476375818252563]
[0.48279890418052673, 0.5405627489089966, 0.4746297299861908, 0.378900408744812, 0.5086480379104614]
[0.543400764465332, 0.5749579071998596, 0.44535014033317566, 0.29433608055114746, 0.5216501951217651]
[0.4200737774372101, 0.5600695610046387, 0.44894343614578247, 0.31905868649482727, 0.46518847346305847]
[0.4994072914123535, 0.5574349164962769, 0.45783573389053345, 0.2965478003025055, 0.495344877243042]
[0.45181822776794434, 0.5460008382797241, 0.4666782021522522, 0.32549113035202026, 0.49478811025619507]
[0.537162721157074, 0.5908694863319397, 0.43377938866615295, 0.3027712106704712, 0.5477054119110107]
[0.5113161206245422, 0.5521393418312073, 0.47089827060699463, 0.37615901231765747, 0.5414007306098938]
[0.43740585446357727, 0.5603889226913452, 0.4488230049610138, 0.31964510679244995, 0.5170773267745972]
[0.44417494535446167, 0.5659139156341553, 0.44526541233062744, 0.3544372320175171, 0.47682517766952515]
[0.5487754344940186, 0.5773636698722839, 0.40074947476387024, 0.26066604256629944, 0.5294407606124878]
[0.4320150911808014, 0.5596495866775513, 0.489715039730072, 0.39613017439842224, 0.4950459897518158]
[0.4983598291873932, 0.5720123052597046, 0.4302767813205719, 0.27239957451820374, 0.4959447681903839]
[0.4385930597782135, 0.5617050528526306, 0.4620310962200165, 0.3622901439666748, 0.4690164625644684]
[0.5068283677101135, 0.5763142108917236, 0.41738903522491455, 0.28506362438201904, 0.5413452982902527]
[0.44698458909988403, 0.5504870414733887, 0.4756672978401184, 0.34140634536743164, 0.4686304032802582]
[0.4776531755924225, 0.5557291507720947, 0.43392348289489746, 0.30449923872947693, 0.47908759117126465]
[0.46268078684806824, 0.5422963500022888, 0.457038938999176, 0.30677515268325806, 0.4995684325695038]
[0.48379552364349365, 0.5937032699584961, 0.41920071840286255, 0.2830924987792969, 0.4925927221775055]
[0.48874226212501526, 0.5473424792289734, 0.4416100084781647, 0.327037513256073, 0.5236517190933228]
[0.576683521270752, 0.583185613155365, 0.3996339738368988, 0.26351264119148254, 0.5852271318435669]
[0.46284136176109314, 0.5577354431152344, 0.4546424150466919, 0.32274624705314636, 0.4820263385772705]
[0.5040035247802734, 0.5719863772392273, 0.43091994524002075, 0.27657848596572876, 0.5261465907096863]
[0.47694599628448486, 0.5707288980484009, 0.4301442503929138, 0.2884899973869324, 0.49586066603660583]
[0.4636792242527008, 0.5608392357826233, 0.43826717138290405, 0.30629172921180725, 0.483676016330719]
[0.49348828196525574, 0.5599521398544312, 0.4647355079650879, 0.3425002098083496, 0.5232601165771484]
[0.4674251973628998, 0.5449820756912231, 0.4667630195617676, 0.33332136273384094, 0.4758945107460022]
[0.42658790946006775, 0.5619999766349792, 0.45421943068504333, 0.2880663275718689, 0.47385507822036743]
[0.3985447883605957, 0.5533242225646973, 0.4452422857284546, 0.3353576064109802, 0.4570715129375458]
[0.44621801376342773, 0.5650456547737122, 0.45709940791130066, 0.32346126437187195, 0.47181814908981323]
[0.5596457719802856, 0.5731464624404907, 0.4089394807815552, 0.27428585290908813, 0.5518184900283813]
[0.5864040851593018, 0.5269593000411987, 0.4083426594734192, 0.28597429394721985, 0.5897285342216492]
[0.47977760434150696, 0.5351805090904236, 0.48118096590042114, 0.42602699995040894, 0.5194551944732666]
[0.5511294603347778, 0.5858116149902344, 0.4041522741317749, 0.25002187490463257, 0.5692523717880249]
[0.46976274251937866, 0.5550687909126282, 0.44227150082588196, 0.33112087845802307, 0.4906791150569916]
[0.48506200313568115, 0.5660913586616516, 0.4325677454471588, 0.295868456363678, 0.49542316794395447]
[0.5298798084259033, 0.5947943329811096, 0.4287262558937073, 0.28055107593536377, 0.5423505902290344]
[0.4793802499771118, 0.5633634328842163, 0.42628052830696106, 0.30949944257736206, 0.5181687474250793]
[0.509245753288269, 0.5746938586235046, 0.42008212208747864, 0.27138400077819824, 0.5373514890670776]
[0.4366602301597595, 0.5732922554016113, 0.45319101214408875, 0.32384219765663147, 0.48542454838752747]
[0.4791175127029419, 0.5409300327301025, 0.42688196897506714, 0.27705880999565125, 0.49493536353111267]
