1
一名利用假期卖菌的四川万源学生,遭到数名城管殴打,原因不明。学生被迅速送往医院,目前仍在昏迷。马上要转往成都。万源不是一个小县城，安居乐业挺好的，。这些城管谁他们给你们这么打的权利可以掌控人的生死。临武的悲剧才过去多长时间啊?伤疤还没好,就忘了疼? 《 ...
[0.5140626430511475, 0.5437171459197998, 0.4481066167354584, 0.3147244155406952, 0.5238659381866455]
[0.5017213225364685, 0.5478361248970032, 0.442367821931839, 0.31284835934638977, 0.5226964354515076]
[0.504845142364502, 0.5150164365768433, 0.49074119329452515, 0.42021191120147705, 0.5338652729988098]
[0.4785562753677368, 0.5644744038581848, 0.43078848719596863, 0.2510649263858795, 0.5175821781158447]
[0.5225754976272583, 0.564108669757843, 0.42913976311683655, 0.32394134998321533, 0.5396353602409363]
[0.5017213225364685, 0.5478361248970032, 0.442367821931839, 0.31284835934638977, 0.5226964354515076]
[0.45358675718307495, 0.5239463448524475, 0.4810231029987335, 0.3558986485004425, 0.4994107186794281]
[0.4822845160961151, 0.5473310947418213, 0.4627183973789215, 0.334674209356308, 0.5134603381156921]
[0.5017213225364685, 0.5478361248970032, 0.442367821931839, 0.31284835934638977, 0.5226964354515076]
[0.5140546560287476, 0.5377893447875977, 0.47807613015174866, 0.37797316908836365, 0.54855877161026]
[0.44106897711753845, 0.5280230641365051, 0.47716182470321655, 0.36645832657814026, 0.5004006624221802]
[0.5333690643310547, 0.5258038640022278, 0.46749913692474365, 0.3679715096950531, 0.5429359674453735]
[0.5017213225364685, 0.5478361248970032, 0.442367821931839, 0.31284835934638977, 0.5226964354515076]
[0.49624085426330566, 0.5512464046478271, 0.48070985078811646, 0.3549792468547821, 0.4953172504901886]
[0.5140626430511475, 0.5437171459197998, 0.4481066167354584, 0.3147244155406952, 0.5238659381866455]
[0.5391162633895874, 0.5801690816879272, 0.42319220304489136, 0.28595834970474243, 0.558715283870697]
[0.44989049434661865, 0.5103098750114441, 0.49225303530693054, 0.38650432229042053, 0.4878930151462555]
[0.4987918734550476, 0.5726203322410583, 0.44559919834136963, 0.28224268555641174, 0.5496326684951782]
[0.5124876499176025, 0.5614703297615051, 0.42332935333251953, 0.30796125531196594, 0.5240691304206848]
[0.5440278053283691, 0.5512034893035889, 0.41694390773773193, 0.2884690463542938, 0.5575003623962402]
[0.5106512308120728, 0.5661458969116211, 0.44636258482933044, 0.31710895895957947, 0.5120055079460144]
[0.4941018223762512, 0.5571120977401733, 0.44003546237945557, 0.30331099033355713, 0.5259492993354797]
[0.5017213225364685, 0.5478361248970032, 0.442367821931839, 0.31284835934638977, 0.5226964354515076]
[0.5324723720550537, 0.5352105498313904, 0.43361401557922363, 0.3606483042240143, 0.5394576191902161]
[0.44213196635246277, 0.5547733306884766, 0.5149603486061096, 0.3439997732639313, 0.4957367777824402]
[0.5017213225364685, 0.5478361248970032, 0.442367821931839, 0.31284835934638977, 0.5226964354515076]
[0.5017213225364685, 0.5478361248970032, 0.442367821931839, 0.31284835934638977, 0.5226964354515076]
[0.5699626803398132, 0.535610020160675, 0.4274654686450958, 0.2700607478618622, 0.582587718963623]
[0.39098644256591797, 0.5355430841445923, 0.49435561895370483, 0.32417774200439453, 0.428645521402359]
[0.45193618535995483, 0.5719664692878723, 0.4212721586227417, 0.2685892581939697, 0.5293947458267212]
[0.5229573249816895, 0.5756039619445801, 0.41115766763687134, 0.2787241041660309, 0.5436453819274902]
[0.49272170662879944, 0.5916545391082764, 0.4483715891838074, 0.28336799144744873, 0.5205891728401184]
[0.458983838558197, 0.586893618106842, 0.4574859142303467, 0.2890572249889374, 0.4934234321117401]
[0.4881846010684967, 0.5721396207809448, 0.4519594609737396, 0.32454580068588257, 0.5178211331367493]
[0.3918837606906891, 0.5547541379928589, 0.4553438723087311, 0.3484050929546356, 0.4742344617843628]
[0.5017213225364685, 0.5478361248970032, 0.442367821931839, 0.31284835934638977, 0.5226964354515076]
[0.5329208374023438, 0.5854196548461914, 0.4149625897407532, 0.25899359583854675, 0.5511214137077332]
[0.5499194860458374, 0.5733615756034851, 0.42152461409568787, 0.27248615026474, 0.5512847304344177]
[0.5151824951171875, 0.5259288549423218, 0.4830731153488159, 0.3568248450756073, 0.5515690445899963]
[0.5017213225364685, 0.5478361248970032, 0.442367821931839, 0.31284835934638977, 0.5226964354515076]
[0.49963220953941345, 0.5372313261032104, 0.47642794251441956, 0.3440502882003784, 0.5053682327270508]
[0.5017213225364685, 0.5478361248970032, 0.442367821931839, 0.31284835934638977, 0.5226964354515076]
[0.48705777525901794, 0.5301910042762756, 0.45135822892189026, 0.3502674102783203, 0.5098622441291809]
