1
上午10点路过中山陵前湖路口,看见一挂军牌车辆逆向闯红灯被交警阻拦 军车司机不但不听劝告，竟然用车顶交警 军车数次用车顶挤交警,交警毫无惧色!再此严厉警告!军车仍蛮横不理不听劝告！ 看到有人拍照,军牌司机气急败坏,破口大骂...... 交警说:就要把你这种...
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5206316113471985, 0.5791252255439758, 0.4397676885128021, 0.27541300654411316, 0.5473576784133911]
[0.46208348870277405, 0.5524061918258667, 0.4676055610179901, 0.31925225257873535, 0.4812747836112976]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.4654994308948517, 0.5299244523048401, 0.4637230336666107, 0.35889101028442383, 0.5076223015785217]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.43030819296836853, 0.5708509087562561, 0.4364735186100006, 0.2890959084033966, 0.48386746644973755]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5103355050086975, 0.5668865442276001, 0.42614346742630005, 0.28937020897865295, 0.5385562181472778]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.4654994308948517, 0.5299244523048401, 0.4637230336666107, 0.35889101028442383, 0.5076223015785217]
[0.4654994308948517, 0.5299244523048401, 0.4637230336666107, 0.35889101028442383, 0.5076223015785217]
[0.5161358118057251, 0.5381432771682739, 0.4466206729412079, 0.34257519245147705, 0.5287379026412964]
[0.4708954989910126, 0.5690696835517883, 0.4203691780567169, 0.2843799591064453, 0.49769431352615356]
[0.5285539627075195, 0.5285272002220154, 0.48596054315567017, 0.3748374879360199, 0.5547584295272827]
[0.5392967462539673, 0.575701117515564, 0.4144943058490753, 0.2651143968105316, 0.5333317518234253]
[0.4654994308948517, 0.5299244523048401, 0.4637230336666107, 0.35889101028442383, 0.5076223015785217]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5748438835144043, 0.5969588756561279, 0.4243764281272888, 0.26056912541389465, 0.5698997378349304]
[0.4888949394226074, 0.564874529838562, 0.437001496553421, 0.2835859954357147, 0.513670802116394]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.49141842126846313, 0.5585619211196899, 0.4493628144264221, 0.2841041684150696, 0.5285400152206421]
[0.520637571811676, 0.5317140221595764, 0.44046154618263245, 0.32356321811676025, 0.5515449643135071]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5409530401229858, 0.5589696168899536, 0.4327837824821472, 0.2882721722126007, 0.5424471497535706]
[0.49523982405662537, 0.5603035092353821, 0.4308374226093292, 0.2998427450656891, 0.5312731266021729]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.43738415837287903, 0.5719547271728516, 0.43069174885749817, 0.28993654251098633, 0.5091231465339661]
[0.4578130841255188, 0.5272061228752136, 0.47486844658851624, 0.38963791728019714, 0.5120742917060852]
[0.5267128348350525, 0.5611158013343811, 0.43279457092285156, 0.2915942072868347, 0.5091602802276611]
[0.5156604051589966, 0.5634715557098389, 0.4326974153518677, 0.27252134680747986, 0.5252723693847656]
[0.4626348614692688, 0.5421897768974304, 0.4706527590751648, 0.3299434781074524, 0.5037506818771362]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5668821930885315, 0.5229381918907166, 0.46015432476997375, 0.352378785610199, 0.5580620169639587]
[0.4767892360687256, 0.5507875680923462, 0.44262510538101196, 0.3074384033679962, 0.5172197818756104]
[0.48145732283592224, 0.540942370891571, 0.46306154131889343, 0.3412191569805145, 0.4807400405406952]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5043327808380127, 0.5579361319541931, 0.4488096535205841, 0.3146878778934479, 0.5002956986427307]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5571842789649963, 0.5676740407943726, 0.42333894968032837, 0.2768303155899048, 0.5344194173812866]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.4654994308948517, 0.5299244523048401, 0.4637230336666107, 0.35889101028442383, 0.5076223015785217]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5021643042564392, 0.5774977207183838, 0.42860788106918335, 0.2754385471343994, 0.5215300917625427]
[0.3682872951030731, 0.5410106182098389, 0.43682804703712463, 0.29630130529403687, 0.4435845613479614]
[0.37852227687835693, 0.5295077562332153, 0.48295363783836365, 0.32423147559165955, 0.44730088114738464]
[0.42279133200645447, 0.548221230506897, 0.4545687437057495, 0.30470287799835205, 0.47431522607803345]
[0.4532967805862427, 0.5193731188774109, 0.5021940469741821, 0.3942275941371918, 0.4677501618862152]
[0.450005441904068, 0.5443946719169617, 0.511393129825592, 0.40239986777305603, 0.49188467860221863]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5108593106269836, 0.5377565026283264, 0.4446360170841217, 0.28553828597068787, 0.5279898643493652]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.5091018676757812, 0.5935537815093994, 0.42732104659080505, 0.2830621004104614, 0.5105960965156555]
[0.4654994308948517, 0.5299244523048401, 0.4637230336666107, 0.35889101028442383, 0.5076223015785217]
[0.4541565775871277, 0.570228636264801, 0.4813893437385559, 0.303854763507843, 0.475008487701416]
[0.5434313416481018, 0.5700743198394775, 0.42308688163757324, 0.2919045090675354, 0.5496052503585815]
[0.5888382792472839, 0.5842552781105042, 0.38984382152557373, 0.2522854506969452, 0.5673237442970276]
[0.5677111744880676, 0.5882002115249634, 0.4031686782836914, 0.25637581944465637, 0.5580737590789795]
[0.5485402941703796, 0.5602559447288513, 0.39444953203201294, 0.21948440372943878, 0.5990042090415955]
[0.5519075393676758, 0.591153085231781, 0.4258556663990021, 0.2714170217514038, 0.5636371374130249]
[0.3969278335571289, 0.5260442495346069, 0.4955690801143646, 0.34811243414878845, 0.4612360894680023]
[0.5289104580879211, 0.5916258692741394, 0.44259849190711975, 0.2998887598514557, 0.5420498251914978]
[0.5071012377738953, 0.5564881563186646, 0.44540414214134216, 0.28703218698501587, 0.5128931999206543]
[0.4279468059539795, 0.47962528467178345, 0.5826098322868347, 0.7120971083641052, 0.5435904264450073]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.46582359075546265, 0.5613496899604797, 0.42426949739456177, 0.309906005859375, 0.4792553186416626]
[0.5308480262756348, 0.5433459281921387, 0.4565989673137665, 0.3327714502811432, 0.5213325619697571]
[0.5286471843719482, 0.5461472868919373, 0.4273723363876343, 0.3069634735584259, 0.5312934517860413]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.4654994308948517, 0.5299244523048401, 0.4637230336666107, 0.35889101028442383, 0.5076223015785217]
[0.5075628161430359, 0.5445826649665833, 0.4415603578090668, 0.33210113644599915, 0.5240731239318848]
[0.546023428440094, 0.593722939491272, 0.422343373298645, 0.2744799256324768, 0.5434023141860962]
