1
全球发出警示！请传出去！ 隐翅虫，在你身上时绝对不要打，她身上有毒液，接触到皮肤，就死定了！ 跟你的孩 子、朋友讲，万一身上有这虫，用嘴巴轻轻 吹走就好。绝对不要用手打. 医师强调,如果 每个收到这份微博的人,能够转发十份给其他人,肯定至少有一条生命将会被挽救回来,请转发！
[0.47143203020095825, 0.560158908367157, 0.4457240104675293, 0.3138849437236786, 0.4917904734611511]
[0.46503713726997375, 0.5629457831382751, 0.4620492160320282, 0.3211122155189514, 0.5155736804008484]
[0.5119738578796387, 0.5767773985862732, 0.420161634683609, 0.2886592149734497, 0.5166778564453125]
[0.385852575302124, 0.5593848824501038, 0.45914506912231445, 0.2989233136177063, 0.4251597821712494]
[0.46404513716697693, 0.525685727596283, 0.5033403635025024, 0.38356876373291016, 0.4850994944572449]
[0.5131494998931885, 0.5304343104362488, 0.45094379782676697, 0.31066352128982544, 0.5013064742088318]
[0.5073094964027405, 0.5516228675842285, 0.4425818920135498, 0.3190373182296753, 0.5196250677108765]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.45403918623924255, 0.5690169334411621, 0.4364239275455475, 0.2849200963973999, 0.5058951377868652]
[0.46796688437461853, 0.5469558238983154, 0.46248874068260193, 0.3417850136756897, 0.48498111963272095]
[0.47143203020095825, 0.560158908367157, 0.4457240104675293, 0.3138849437236786, 0.4917904734611511]
[0.5991977453231812, 0.5140337944030762, 0.43359678983688354, 0.3727543354034424, 0.595283031463623]
[0.5096056461334229, 0.5620182752609253, 0.4256608784198761, 0.2990242540836334, 0.5229701995849609]
[0.517414927482605, 0.5855542421340942, 0.4105900526046753, 0.2719733417034149, 0.5328391194343567]
[0.45263609290122986, 0.5542163252830505, 0.42979562282562256, 0.29170069098472595, 0.4685254991054535]
[0.4375351369380951, 0.5263824462890625, 0.45628103613853455, 0.28995952010154724, 0.4579482972621918]
[0.4449801445007324, 0.563725471496582, 0.4718489348888397, 0.2989423871040344, 0.48307281732559204]
[0.5519130229949951, 0.5991379022598267, 0.4007163345813751, 0.2526780366897583, 0.5797914862632751]
[0.5426613688468933, 0.5854392647743225, 0.3876084089279175, 0.2581133246421814, 0.5550364255905151]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.461769700050354, 0.5592305064201355, 0.45742642879486084, 0.3063203692436218, 0.4871036112308502]
[0.5455946922302246, 0.5584849119186401, 0.4117131531238556, 0.296307235956192, 0.5545292496681213]
[0.5012562274932861, 0.5648026466369629, 0.41974639892578125, 0.2775919735431671, 0.5441732406616211]
[0.5113626718521118, 0.584237813949585, 0.42035964131355286, 0.2958942949771881, 0.5320996046066284]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.5894338488578796, 0.5861788988113403, 0.3948378562927246, 0.25692614912986755, 0.5739879608154297]
[0.45403918623924255, 0.5690169334411621, 0.4364239275455475, 0.2849200963973999, 0.5058951377868652]
[0.46640098094940186, 0.5681049823760986, 0.46638065576553345, 0.347861647605896, 0.49399906396865845]
[0.527519941329956, 0.5930063724517822, 0.42188501358032227, 0.2610565423965454, 0.5523724555969238]
[0.5040035247802734, 0.5719863772392273, 0.43091994524002075, 0.27657848596572876, 0.5261465907096863]
[0.44968870282173157, 0.5703434348106384, 0.43835949897766113, 0.3000454008579254, 0.48839670419692993]
[0.5729599595069885, 0.5872819423675537, 0.39214664697647095, 0.2421140819787979, 0.5748512744903564]
[0.4536033868789673, 0.5902352333068848, 0.42786499857902527, 0.2693879008293152, 0.5087438821792603]
[0.4279327392578125, 0.5398014783859253, 0.4734787046909332, 0.3478643298149109, 0.44025957584381104]
[0.5119738578796387, 0.5767773985862732, 0.420161634683609, 0.2886592149734497, 0.5166778564453125]
[0.48502200841903687, 0.574902355670929, 0.42843884229660034, 0.292361319065094, 0.5154099464416504]
