1
#紧急通知大家谨慎购买樱桃#今年樱桃里寄生了一种蛆虫,几乎100%的樱桃里面都有. 实验方法:找最好看最新鲜的樱桃,放透明玻璃杯中,倒进水去后放点盐,大约2分钟就会看到这些蛆虫从完好的表皮往外钻.求扩散。 系吃货关注
[0.409329891204834, 0.5416823625564575, 0.48209360241889954, 0.3751636743545532, 0.47072839736938477]
[0.49411672353744507, 0.5668970346450806, 0.44414931535720825, 0.31923893094062805, 0.5046558380126953]
[0.4754476547241211, 0.5951262712478638, 0.44357535243034363, 0.2980304956436157, 0.5300231575965881]
[0.47673630714416504, 0.5486565828323364, 0.4438563883304596, 0.31363919377326965, 0.49683889746665955]
[0.5163540840148926, 0.5821860432624817, 0.4188111424446106, 0.2819412052631378, 0.5491105318069458]
[0.5301875472068787, 0.5524969100952148, 0.42805981636047363, 0.3156799077987671, 0.5267131328582764]
[0.495832234621048, 0.5623149871826172, 0.44251203536987305, 0.3108856678009033, 0.48022133111953735]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.5215267539024353, 0.5805981159210205, 0.4131389558315277, 0.277330607175827, 0.5457659959793091]
[0.42794671654701233, 0.5503221154212952, 0.462893545627594, 0.3239310085773468, 0.5051074624061584]
[0.5216513276100159, 0.5253351330757141, 0.49013856053352356, 0.4072822332382202, 0.5141200423240662]
[0.4783574342727661, 0.5523040890693665, 0.43191003799438477, 0.3135533332824707, 0.5219069719314575]
[0.4693009555339813, 0.58348149061203, 0.4329174757003784, 0.274034708738327, 0.5012298226356506]
[0.5438017845153809, 0.5942021012306213, 0.41521143913269043, 0.26803213357925415, 0.5571514964103699]
[0.46046361327171326, 0.5561919808387756, 0.4445853531360626, 0.3488946557044983, 0.49777689576148987]
[0.47533711791038513, 0.5731521844863892, 0.436704158782959, 0.26362180709838867, 0.5406765341758728]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.5393230319023132, 0.5837446451187134, 0.4445847272872925, 0.2843972146511078, 0.5514620542526245]
[0.3642953336238861, 0.5344440937042236, 0.46690377593040466, 0.34717312455177307, 0.4183860719203949]
[0.35914403200149536, 0.5290951728820801, 0.5039379000663757, 0.39144185185432434, 0.4842603802680969]
[0.4935567378997803, 0.585102915763855, 0.43072620034217834, 0.2854960262775421, 0.5374647974967957]
[0.49010106921195984, 0.5476117134094238, 0.46342602372169495, 0.35888904333114624, 0.49958550930023193]
[0.4766544997692108, 0.5397154688835144, 0.4460843801498413, 0.34625324606895447, 0.5169887542724609]
[0.5602819323539734, 0.5862310528755188, 0.39834293723106384, 0.25914791226387024, 0.573379397392273]
[0.500113308429718, 0.5586579442024231, 0.4446280896663666, 0.2966746985912323, 0.5230172276496887]
[0.5030465126037598, 0.5776447057723999, 0.41245901584625244, 0.2828778028488159, 0.5336547493934631]
[0.4841761887073517, 0.5772743821144104, 0.43545547127723694, 0.31107643246650696, 0.5054620504379272]
[0.46536457538604736, 0.5792449712753296, 0.41911497712135315, 0.29397377371788025, 0.5041634440422058]
[0.43372195959091187, 0.5776039361953735, 0.4284563362598419, 0.27846717834472656, 0.47131162881851196]
[0.46652358770370483, 0.5614826679229736, 0.445774644613266, 0.32733824849128723, 0.5117578506469727]
[0.5185933113098145, 0.5886591672897339, 0.41420748829841614, 0.28358691930770874, 0.5321028828620911]
[0.48379552364349365, 0.5937032699584961, 0.41920071840286255, 0.2830924987792969, 0.4925927221775055]
[0.5059682726860046, 0.5650065541267395, 0.45279574394226074, 0.3196394741535187, 0.5265694260597229]
[0.4956955313682556, 0.5825173258781433, 0.43731674551963806, 0.303733766078949, 0.534881055355072]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.4536035358905792, 0.5667381882667542, 0.4635947048664093, 0.3346209228038788, 0.4984080493450165]
[0.4264039695262909, 0.5317113399505615, 0.4606204032897949, 0.3670712113380432, 0.4844377934932709]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.4935567378997803, 0.585102915763855, 0.43072620034217834, 0.2854960262775421, 0.5374647974967957]
[0.45011356472969055, 0.5609892010688782, 0.4823853671550751, 0.32290753722190857, 0.5033051371574402]
[0.5390620231628418, 0.569071888923645, 0.41975289583206177, 0.2931458055973053, 0.5695754289627075]
[0.5068943500518799, 0.5810454487800598, 0.43857628107070923, 0.2963198721408844, 0.5562576651573181]
[0.5104191899299622, 0.5720426440238953, 0.43027108907699585, 0.3088844418525696, 0.5437405705451965]
[0.49635347723960876, 0.5832810997962952, 0.4517633616924286, 0.2849594056606293, 0.5082173943519592]
[0.4941776394844055, 0.5518468618392944, 0.44083625078201294, 0.3105207085609436, 0.49846845865249634]
[0.529228925704956, 0.5419859886169434, 0.4269530475139618, 0.30020394921302795, 0.5202416181564331]
[0.5261144042015076, 0.5793901681900024, 0.4328629970550537, 0.28201743960380554, 0.5561735033988953]
[0.5522801876068115, 0.5908863544464111, 0.40073904395103455, 0.24819906055927277, 0.5713660717010498]
[0.5034229159355164, 0.5805166363716125, 0.43478924036026, 0.2991620600223541, 0.49711790680885315]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.42455992102622986, 0.5417797565460205, 0.46778854727745056, 0.35892224311828613, 0.43015825748443604]
[0.4656675457954407, 0.5748629570007324, 0.4318590462207794, 0.2888135612010956, 0.5205572247505188]
[0.5191829800605774, 0.5693177580833435, 0.4313300549983978, 0.26494643092155457, 0.5407832860946655]
[0.5042080283164978, 0.5871995091438293, 0.43506574630737305, 0.27433639764785767, 0.5117858648300171]
[0.539570689201355, 0.5630289912223816, 0.4349578619003296, 0.27843934297561646, 0.5333901643753052]
[0.5190732479095459, 0.5800589919090271, 0.4102639853954315, 0.28706029057502747, 0.5547530055046082]
[0.3978215754032135, 0.5122422575950623, 0.5156086683273315, 0.37162137031555176, 0.4868088364601135]
[0.5243933200836182, 0.5678523778915405, 0.4168858230113983, 0.29835158586502075, 0.5349461436271667]
[0.49334225058555603, 0.5923323035240173, 0.42829111218452454, 0.27084213495254517, 0.537491500377655]
[0.5243663191795349, 0.5786575078964233, 0.44149816036224365, 0.28247299790382385, 0.5322403311729431]
[0.4094730019569397, 0.5510509014129639, 0.46684592962265015, 0.38294684886932373, 0.4714520573616028]
[0.4639146029949188, 0.5555030107498169, 0.4436652660369873, 0.309455931186676, 0.4851667582988739]
[0.4299776554107666, 0.5454772114753723, 0.4726569652557373, 0.32280492782592773, 0.5071288347244263]
[0.416271448135376, 0.5763152837753296, 0.4356174170970917, 0.290353387594223, 0.4663355350494385]
