1
太多装大款的人了，本人现决定：参与转发本微博并关注 中抽出65名幸运转发者,送出10部白色tr150自拍神器本微博绝对真实,活动抽取由 抽出!8月15号开奖大家可以截图,如果删除微博可以举报,送出的奖品全部公布快递信息等!
[0.465154230594635, 0.5671098232269287, 0.43170738220214844, 0.27273496985435486, 0.5011870265007019]
[0.569811224937439, 0.5475361347198486, 0.4032619297504425, 0.28712326288223267, 0.554729700088501]
[0.4715783894062042, 0.5739953517913818, 0.44842728972435, 0.29817160964012146, 0.48845362663269043]
[0.48378786444664, 0.5781689286231995, 0.4365272521972656, 0.3164282739162445, 0.5127514600753784]
[0.5770156979560852, 0.5979297161102295, 0.4066532850265503, 0.2511694133281708, 0.5702731609344482]
[0.4377087354660034, 0.5630442500114441, 0.4509584307670593, 0.33389079570770264, 0.4553782343864441]
[0.5782896876335144, 0.5634668469429016, 0.3753301501274109, 0.24933473765850067, 0.5909769535064697]
[0.4962046146392822, 0.5707194805145264, 0.4199613928794861, 0.2990606129169464, 0.5155664086341858]
[0.40257173776626587, 0.535815417766571, 0.44147416949272156, 0.2968209683895111, 0.4194982051849365]
[0.4927062690258026, 0.5795409083366394, 0.41886401176452637, 0.2718096673488617, 0.5467222332954407]
[0.6029520630836487, 0.5446889400482178, 0.3778027594089508, 0.24200746417045593, 0.5856654047966003]
[0.5558925867080688, 0.5942913889884949, 0.41756996512413025, 0.24990954995155334, 0.5496205687522888]
[0.5006395578384399, 0.5548599362373352, 0.43282708525657654, 0.2779967486858368, 0.5270369052886963]
[0.4917430877685547, 0.5217156410217285, 0.44198769330978394, 0.3382544219493866, 0.4862956702709198]
[0.517637312412262, 0.5686620473861694, 0.4172865152359009, 0.285289466381073, 0.5628604888916016]
[0.6019489765167236, 0.5234237909317017, 0.48304539918899536, 0.33881938457489014, 0.5732558369636536]
[0.48089271783828735, 0.5557987689971924, 0.4899729788303375, 0.3254048228263855, 0.5221521854400635]
[0.5465520024299622, 0.584911584854126, 0.40260714292526245, 0.2692353427410126, 0.5412785410881042]
[0.5206541419029236, 0.5665069818496704, 0.41301169991493225, 0.27877160906791687, 0.5185009241104126]
[0.5599687695503235, 0.5722909569740295, 0.4027164876461029, 0.28821468353271484, 0.5282089710235596]
[0.574549674987793, 0.5751814842224121, 0.39312446117401123, 0.2672007381916046, 0.5681101083755493]
[0.43505045771598816, 0.5668210983276367, 0.45487961173057556, 0.280550092458725, 0.4802647829055786]
[0.3833101689815521, 0.5519810318946838, 0.4590269923210144, 0.33824121952056885, 0.44599559903144836]
[0.4929681420326233, 0.5527647137641907, 0.44823506474494934, 0.3460026681423187, 0.5196806192398071]
[0.6266542673110962, 0.5364267230033875, 0.4234955310821533, 0.3122178316116333, 0.6094516515731812]
[0.528118908405304, 0.5852379202842712, 0.43063226342201233, 0.2623966634273529, 0.5555712580680847]
[0.5195300579071045, 0.5967549085617065, 0.4330116808414459, 0.2693736255168915, 0.5471246838569641]
[0.5539217591285706, 0.519716203212738, 0.43846413493156433, 0.3014729619026184, 0.5669738054275513]
[0.5253459215164185, 0.5747354626655579, 0.42214375734329224, 0.2996256649494171, 0.554882287979126]
[0.5020008683204651, 0.5497328639030457, 0.4447878301143646, 0.28450435400009155, 0.49625375866889954]
[0.43411484360694885, 0.57930588722229, 0.4498598277568817, 0.3082171380519867, 0.49206385016441345]
[0.4836342930793762, 0.5674985647201538, 0.44356685876846313, 0.30555200576782227, 0.5144621133804321]
[0.5616168975830078, 0.5812377333641052, 0.39656275510787964, 0.26415038108825684, 0.5591073632240295]
[0.6213006377220154, 0.5887928009033203, 0.3743557929992676, 0.22075854241847992, 0.6083024144172668]
[0.5033066868782043, 0.5583606362342834, 0.4322875440120697, 0.2951911985874176, 0.5303581953048706]
[0.5128737092018127, 0.5786436796188354, 0.4318464696407318, 0.2912156283855438, 0.5206568241119385]
[0.5053187012672424, 0.5387014746665955, 0.4370560944080353, 0.310529887676239, 0.5381606817245483]
[0.5846162438392639, 0.5489624738693237, 0.409441739320755, 0.27738144993782043, 0.5661096572875977]
[0.4573924243450165, 0.5727974772453308, 0.43175017833709717, 0.28488120436668396, 0.4909006357192993]
[0.5153941512107849, 0.5567751526832581, 0.44260913133621216, 0.331903874874115, 0.5340704917907715]
[0.5003626942634583, 0.5625911355018616, 0.4433427155017853, 0.3144717216491699, 0.513624370098114]
[0.5653793215751648, 0.582434892654419, 0.39132294058799744, 0.2585252821445465, 0.5461805462837219]
[0.5246353149414062, 0.5542132258415222, 0.4338342547416687, 0.30177804827690125, 0.5540226101875305]
[0.4954588711261749, 0.567011296749115, 0.43700727820396423, 0.29283830523490906, 0.5132066607475281]
[0.528118908405304, 0.5852379202842712, 0.43063226342201233, 0.2623966634273529, 0.5555712580680847]
[0.36341592669487, 0.5283766984939575, 0.4918592870235443, 0.38370129466056824, 0.4247806966304779]
[0.5077279210090637, 0.5787885189056396, 0.4270380437374115, 0.29052287340164185, 0.5382815599441528]
[0.5101996660232544, 0.518551230430603, 0.47029563784599304, 0.3630872964859009, 0.523792564868927]
[0.5132983326911926, 0.5496969819068909, 0.4208819270133972, 0.3349544107913971, 0.48925095796585083]
[0.41767215728759766, 0.5454906225204468, 0.45321211218833923, 0.35061511397361755, 0.4372870922088623]
[0.43497997522354126, 0.5659360289573669, 0.4667286276817322, 0.32752808928489685, 0.44081637263298035]
[0.5277963280677795, 0.5533425807952881, 0.43541577458381653, 0.2947596311569214, 0.5335538387298584]
[0.46953830122947693, 0.5768150687217712, 0.4384375512599945, 0.2979339361190796, 0.5126673579216003]
[0.5275710821151733, 0.5715788006782532, 0.41246622800827026, 0.28677669167518616, 0.5429474115371704]
[0.5358623266220093, 0.5505144596099854, 0.4404517412185669, 0.33081862330436707, 0.5159810781478882]
[0.5287207961082458, 0.5555920600891113, 0.43427926301956177, 0.3089386820793152, 0.5363525152206421]
[0.43137332797050476, 0.5672258138656616, 0.45123225450515747, 0.3253597319126129, 0.44682514667510986]
[0.49805980920791626, 0.573842465877533, 0.4256255030632019, 0.24816246330738068, 0.531928539276123]
[0.6067454814910889, 0.5669476389884949, 0.38970068097114563, 0.23036007583141327, 0.6074399352073669]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.46209973096847534, 0.560062825679779, 0.42035165429115295, 0.27489611506462097, 0.4754510223865509]
[0.5282236337661743, 0.5828967690467834, 0.42369934916496277, 0.2850645184516907, 0.519669234752655]
[0.4673537015914917, 0.5540839433670044, 0.4361165761947632, 0.2905723750591278, 0.5028969049453735]
[0.4240639805793762, 0.5462363958358765, 0.4336375892162323, 0.29545822739601135, 0.4329061508178711]
[0.48379552364349365, 0.5937032699584961, 0.41920071840286255, 0.2830924987792969, 0.4925927221775055]
[0.4696716368198395, 0.5549660325050354, 0.4583151936531067, 0.33449068665504456, 0.5066695213317871]
[0.4272080659866333, 0.5453286170959473, 0.4441964030265808, 0.32588157057762146, 0.45524972677230835]
[0.4870092570781708, 0.5592033863067627, 0.4541705846786499, 0.31815388798713684, 0.5054540634155273]
[0.5614395141601562, 0.5805813670158386, 0.4223974943161011, 0.27086302638053894, 0.5385989546775818]
[0.48018670082092285, 0.5756966471672058, 0.427802175283432, 0.3021847605705261, 0.5178982615470886]
[0.46473386883735657, 0.5863608121871948, 0.41841721534729004, 0.2792961001396179, 0.5134807825088501]
[0.6276498436927795, 0.54225093126297, 0.41424667835235596, 0.29715895652770996, 0.6097190976142883]
[0.5264548659324646, 0.5886151194572449, 0.4292512536048889, 0.2684158682823181, 0.5339534878730774]
[0.4739230275154114, 0.5825942754745483, 0.4215380847454071, 0.2657480835914612, 0.5372392535209656]
[0.5113821625709534, 0.5806990265846252, 0.43164747953414917, 0.2728579342365265, 0.5116488933563232]
[0.35886552929878235, 0.5728059411048889, 0.4837813079357147, 0.28691646456718445, 0.41693517565727234]
[0.4619370996952057, 0.5411285758018494, 0.4632229506969452, 0.31849929690361023, 0.4730410873889923]
[0.5378310680389404, 0.6022797226905823, 0.4330478608608246, 0.27493324875831604, 0.5637232661247253]
[0.5140340924263, 0.5539101958274841, 0.43488606810569763, 0.3129916787147522, 0.4834941029548645]
[0.4984845221042633, 0.5776633620262146, 0.443308025598526, 0.27265051007270813, 0.5346421003341675]
