0
【OSEN】11日演员李准基所属社向OSEN表示“接到了#月之恋人#(音译)的提案,但还在讨论中.”据悉李准基将在剧中饰演太祖王建的第4个儿子,并成为日后的光宗.另外该剧翻拍自中国热播剧#步步惊心#,演员姜河那也于日前确定加盟,该剧预计于明年1月-2月左右开拍.
[0.4817272126674652, 0.5687301754951477, 0.4392090439796448, 0.30493682622909546, 0.5189492702484131]
[0.5434854030609131, 0.5959926247596741, 0.4161076843738556, 0.2726612389087677, 0.55294269323349]
[0.4116605222225189, 0.5528720021247864, 0.45027732849121094, 0.3079797029495239, 0.46529921889305115]
[0.49236419796943665, 0.5752786993980408, 0.44260960817337036, 0.2990705072879791, 0.5150092244148254]
[0.5147853493690491, 0.5650042295455933, 0.4257148504257202, 0.29105332493782043, 0.5283297300338745]
[0.5243654847145081, 0.5422064065933228, 0.4601284861564636, 0.35921037197113037, 0.5217843651771545]
[0.44866955280303955, 0.574478805065155, 0.4400017261505127, 0.29635733366012573, 0.5005893111228943]
[0.4723171293735504, 0.5607900023460388, 0.4541332721710205, 0.33128663897514343, 0.5013468265533447]
[0.4596787691116333, 0.5514408349990845, 0.4924733638763428, 0.3682532012462616, 0.5119930505752563]
[0.5063289403915405, 0.572744607925415, 0.44577670097351074, 0.2751070261001587, 0.4954058527946472]
[0.5199668407440186, 0.5569021105766296, 0.4582348167896271, 0.33230867981910706, 0.5107573866844177]
[0.49004122614860535, 0.5409207940101624, 0.44309961795806885, 0.2980363368988037, 0.5235607028007507]
[0.5114752054214478, 0.5918733477592468, 0.4312100112438202, 0.25688573718070984, 0.514789879322052]
[0.5641428828239441, 0.5849770903587341, 0.41247645020484924, 0.2629549503326416, 0.5589962601661682]
[0.5462360382080078, 0.5881468653678894, 0.4231009781360626, 0.28235965967178345, 0.539649486541748]
[0.5260841250419617, 0.5743150115013123, 0.4365934431552887, 0.3001691997051239, 0.5362929105758667]
[0.5593441128730774, 0.5827453136444092, 0.41835492849349976, 0.26976606249809265, 0.5205590128898621]
[0.49920228123664856, 0.5720210671424866, 0.44160544872283936, 0.2901031970977783, 0.5117261409759521]
[0.4723012149333954, 0.5644096732139587, 0.46040967106819153, 0.2936520278453827, 0.5074939131736755]
[0.43104320764541626, 0.5118719935417175, 0.5090149641036987, 0.43789294362068176, 0.4539925754070282]
[0.4245710074901581, 0.5658274292945862, 0.44882914423942566, 0.28299105167388916, 0.46301165223121643]
[0.5527580380439758, 0.563352108001709, 0.4292258024215698, 0.2964143455028534, 0.5279372930526733]
[0.45982471108436584, 0.5544625520706177, 0.448742151260376, 0.29643070697784424, 0.4804290235042572]
[0.4335075914859772, 0.5466685891151428, 0.46430131793022156, 0.30652859807014465, 0.45966556668281555]
[0.45274871587753296, 0.5549566745758057, 0.4380258321762085, 0.3164353668689728, 0.4831831157207489]
[0.4877753257751465, 0.5486528277397156, 0.4795702397823334, 0.3604480028152466, 0.5042923092842102]
[0.35455289483070374, 0.5702024698257446, 0.4576372504234314, 0.3069925010204315, 0.4449981153011322]
[0.5250869393348694, 0.5890627503395081, 0.41463494300842285, 0.2599734961986542, 0.53759765625]
[0.549426257610321, 0.5523742437362671, 0.44855982065200806, 0.3201339840888977, 0.513922393321991]
[0.6010289788246155, 0.5913635492324829, 0.40218818187713623, 0.2407664954662323, 0.5919896364212036]
[0.4437237083911896, 0.5808864831924438, 0.43781134486198425, 0.27734535932540894, 0.47363385558128357]
[0.4830746054649353, 0.5422540903091431, 0.5368558168411255, 0.4412670135498047, 0.4999232888221741]
[0.49797606468200684, 0.5170457363128662, 0.4853382706642151, 0.3595503270626068, 0.5438997745513916]
[0.5555478930473328, 0.5285997986793518, 0.4299664795398712, 0.29578346014022827, 0.5911275148391724]
[0.5293015241622925, 0.5343638062477112, 0.465426504611969, 0.3701135218143463, 0.49815279245376587]
[0.4437237083911896, 0.5808864831924438, 0.43781134486198425, 0.27734535932540894, 0.47363385558128357]
[0.5770156979560852, 0.5979297161102295, 0.4066532850265503, 0.2511694133281708, 0.5702731609344482]
[0.5010360479354858, 0.5495145320892334, 0.45423850417137146, 0.3642098903656006, 0.5058090090751648]
[0.39620083570480347, 0.5453733801841736, 0.4657561779022217, 0.3578316867351532, 0.4400765895843506]
[0.43928033113479614, 0.5755216479301453, 0.43812182545661926, 0.28464990854263306, 0.4676651954650879]
[0.5719391703605652, 0.5703433156013489, 0.39381715655326843, 0.2413843423128128, 0.5724304914474487]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.4621007740497589, 0.5443385243415833, 0.45393839478492737, 0.31442809104919434, 0.4590305984020233]
[0.386076956987381, 0.5623343586921692, 0.49766314029693604, 0.35839423537254333, 0.4342828691005707]
[0.6276398301124573, 0.5613617897033691, 0.37871280312538147, 0.24752557277679443, 0.6060168147087097]
[0.4434567093849182, 0.5683445930480957, 0.4923986494541168, 0.3207932412624359, 0.4804283678531647]
[0.5450232028961182, 0.5448974370956421, 0.45344531536102295, 0.32742956280708313, 0.5468133687973022]
[0.5186387300491333, 0.5653712153434753, 0.442205011844635, 0.3206586241722107, 0.5290132164955139]
[0.5030898451805115, 0.5196813941001892, 0.5296309590339661, 0.4493407607078552, 0.5284368395805359]
[0.5491589903831482, 0.5374578237533569, 0.4624386727809906, 0.3734413981437683, 0.5423451662063599]
[0.46851781010627747, 0.5575999021530151, 0.43878793716430664, 0.3198552429676056, 0.4878108501434326]
[0.4565524160861969, 0.5520954728126526, 0.4699014723300934, 0.3443502187728882, 0.4594855010509491]
[0.4072320759296417, 0.5529273748397827, 0.4582451283931732, 0.3272240459918976, 0.44492241740226746]
[0.5757219195365906, 0.5936981439590454, 0.41605809330940247, 0.2549825608730316, 0.5732269883155823]
[0.5499868392944336, 0.566601037979126, 0.4410204291343689, 0.3037601411342621, 0.5489388108253479]
[0.5570239424705505, 0.5964779853820801, 0.4103700816631317, 0.24574771523475647, 0.5581566691398621]
[0.5281967520713806, 0.5330854654312134, 0.4887084364891052, 0.43334832787513733, 0.47547072172164917]
[0.48072054982185364, 0.5732179284095764, 0.43177342414855957, 0.2784298062324524, 0.5023207664489746]
[0.5303257703781128, 0.5608106255531311, 0.44865882396698, 0.30818864703178406, 0.508582353591919]
[0.5502533316612244, 0.5312448740005493, 0.41978147625923157, 0.28317323327064514, 0.554564893245697]
[0.5278352499008179, 0.5565944314002991, 0.45490479469299316, 0.30503398180007935, 0.529502272605896]
[0.33324187994003296, 0.5364962816238403, 0.4657396972179413, 0.31557947397232056, 0.42764103412628174]
[0.5589584708213806, 0.5700711011886597, 0.4058839678764343, 0.273145854473114, 0.5716109275817871]
[0.5037591457366943, 0.5626240372657776, 0.42865848541259766, 0.2866085171699524, 0.5411673188209534]
[0.6010289788246155, 0.5913635492324829, 0.40218818187713623, 0.2407664954662323, 0.5919896364212036]
[0.5636234879493713, 0.5806447863578796, 0.4152279496192932, 0.2534312307834625, 0.5466364622116089]
[0.5077052116394043, 0.5666524171829224, 0.43051037192344666, 0.3170851171016693, 0.5095803737640381]
[0.5270617008209229, 0.5427716970443726, 0.47485607862472534, 0.40540868043899536, 0.5302121043205261]
[0.3382631540298462, 0.5707480907440186, 0.4645569920539856, 0.32124951481819153, 0.4408313035964966]
[0.5013208389282227, 0.5894293189048767, 0.43950313329696655, 0.2775323987007141, 0.5410440564155579]
[0.5081765055656433, 0.5759029984474182, 0.42979198694229126, 0.2947273850440979, 0.518570601940155]
[0.5022933483123779, 0.5691248774528503, 0.44450151920318604, 0.29728737473487854, 0.5214996337890625]
[0.5574771165847778, 0.5864745378494263, 0.41802674531936646, 0.2783305048942566, 0.5533978939056396]
[0.48369085788726807, 0.5606921315193176, 0.45136162638664246, 0.31481075286865234, 0.5071881413459778]
[0.49231457710266113, 0.566729724407196, 0.4299492835998535, 0.313326895236969, 0.4872554838657379]
[0.43292224407196045, 0.5340887308120728, 0.49257007241249084, 0.402377724647522, 0.45150306820869446]
[0.4593949019908905, 0.5340785384178162, 0.48193395137786865, 0.41365331411361694, 0.4824112057685852]
[0.5414637327194214, 0.5761888027191162, 0.42070481181144714, 0.2948131263256073, 0.5598164200782776]
[0.4981653392314911, 0.586291491985321, 0.4130634367465973, 0.27747800946235657, 0.5251455903053284]
[0.5638406276702881, 0.5886586904525757, 0.41192957758903503, 0.25313839316368103, 0.5659744143486023]
[0.4896124303340912, 0.5483198165893555, 0.4494626522064209, 0.3227376937866211, 0.4735657870769501]
[0.5568007230758667, 0.5827119946479797, 0.40305694937705994, 0.249559223651886, 0.572049617767334]
[0.48857009410858154, 0.5514878034591675, 0.43404489755630493, 0.29772478342056274, 0.483396977186203]
