0
【Dispatch】18日时尚杂志#marie claire#公开了IU的最新一组画报,画报中的IU 游走在少女和女人之间,时而纯情时而成熟,引发热议.另外IU将于21日-22日在首尔奥林匹克公园奥林匹克Hall举办单独演唱会.
[0.48921918869018555, 0.5869662761688232, 0.4435155987739563, 0.29108282923698425, 0.5174860954284668]
[0.532922089099884, 0.5779758095741272, 0.4339751601219177, 0.2684144079685211, 0.5673009753227234]
[0.40193960070610046, 0.5359191298484802, 0.4615273177623749, 0.2984543442726135, 0.4566531181335449]
[0.5245175361633301, 0.5849713087081909, 0.4179891347885132, 0.28789809346199036, 0.5486758351325989]
[0.5260667204856873, 0.5610417127609253, 0.4331577718257904, 0.25784680247306824, 0.5482419729232788]
[0.40193960070610046, 0.5359191298484802, 0.4615273177623749, 0.2984543442726135, 0.4566531181335449]
[0.5777416229248047, 0.5279472470283508, 0.462172269821167, 0.31560805439949036, 0.579642653465271]
[0.5270485877990723, 0.5991403460502625, 0.4165399372577667, 0.26206931471824646, 0.5608790516853333]
[0.6266415119171143, 0.5215380191802979, 0.4230886399745941, 0.32604655623435974, 0.585971474647522]
[0.58122718334198, 0.5216182470321655, 0.43648436665534973, 0.34377962350845337, 0.5659418702125549]
[0.49375295639038086, 0.5783133506774902, 0.45450490713119507, 0.29023781418800354, 0.505050003528595]
[0.5741202235221863, 0.5657889246940613, 0.45102623105049133, 0.33142486214637756, 0.5583218932151794]
[0.4739208221435547, 0.5598056316375732, 0.4494304060935974, 0.31723305583000183, 0.49965357780456543]
[0.5568405985832214, 0.5933210253715515, 0.41374629735946655, 0.26920372247695923, 0.5498092770576477]
[0.5607087016105652, 0.5382970571517944, 0.445631206035614, 0.33118733763694763, 0.5354608297348022]
[0.5620900988578796, 0.5942291021347046, 0.419325053691864, 0.2666260004043579, 0.5534039735794067]
[0.5138278007507324, 0.5719684362411499, 0.4300827383995056, 0.2970241904258728, 0.5164225697517395]
[0.500729501247406, 0.5677338242530823, 0.454155296087265, 0.2960887849330902, 0.5076093673706055]
