0
蓝脚鲣鸟,学名Sula nebouxii,又叫结巴鸟，是一种大型的热带海鸟。它们从不怕人,所以很容易被抓住,因此得到了“笨鸟”的外号。 哈哈哈蓝色的靴子好美哦
[0.4405805468559265, 0.5585246086120605, 0.44974544644355774, 0.30740809440612793, 0.4973978102207184]
[0.5049746632575989, 0.5788434743881226, 0.4139001965522766, 0.29737672209739685, 0.5233287811279297]
[0.6257506608963013, 0.56754469871521, 0.3765259385108948, 0.24135872721672058, 0.6061185002326965]
[0.4514324963092804, 0.5575992465019226, 0.45350131392478943, 0.340752512216568, 0.48385897278785706]
[0.4574090838432312, 0.5601934790611267, 0.46325424313545227, 0.30915388464927673, 0.48936817049980164]
[0.5187273621559143, 0.5907098054885864, 0.41865041851997375, 0.29490938782691956, 0.525387704372406]
[0.4581650495529175, 0.5646110773086548, 0.4572795033454895, 0.30260682106018066, 0.5159052610397339]
[0.378874272108078, 0.5407713055610657, 0.47176000475883484, 0.35348328948020935, 0.4444819390773773]
[0.5193629860877991, 0.5856478810310364, 0.41173920035362244, 0.282301664352417, 0.5441094636917114]
[0.4525546729564667, 0.565209150314331, 0.4418913722038269, 0.3039284646511078, 0.49122533202171326]
[0.5625203251838684, 0.5606158971786499, 0.39142635464668274, 0.28708702325820923, 0.546604573726654]
[0.5141444802284241, 0.585440993309021, 0.41758984327316284, 0.27797597646713257, 0.5546939373016357]
[0.5080126523971558, 0.567777156829834, 0.4250556230545044, 0.2930234372615814, 0.5097790956497192]
[0.4514324963092804, 0.5575992465019226, 0.45350131392478943, 0.340752512216568, 0.48385897278785706]
[0.5415248274803162, 0.5675686597824097, 0.4134086072444916, 0.2955109477043152, 0.5364353656768799]
[0.4967696964740753, 0.5747241973876953, 0.43080008029937744, 0.28725355863571167, 0.5456274747848511]
[0.5008261799812317, 0.5696272253990173, 0.4354436695575714, 0.3016526401042938, 0.5260229706764221]
[0.5185653567314148, 0.5794483423233032, 0.44137030839920044, 0.301963210105896, 0.5386810898780823]
[0.44963836669921875, 0.5644567012786865, 0.46623173356056213, 0.3482376039028168, 0.4928033947944641]
[0.4514324963092804, 0.5575992465019226, 0.45350131392478943, 0.340752512216568, 0.48385897278785706]
[0.4374595880508423, 0.5792178511619568, 0.4384613633155823, 0.2735237181186676, 0.47223177552223206]
[0.5903582572937012, 0.5873143076896667, 0.3929156959056854, 0.24960288405418396, 0.5925687551498413]
[0.5262283086776733, 0.5897414684295654, 0.41332679986953735, 0.2743476629257202, 0.5361294150352478]
[0.4708181321620941, 0.5372223258018494, 0.48938632011413574, 0.3906453549861908, 0.49819687008857727]
[0.4514324963092804, 0.5575992465019226, 0.45350131392478943, 0.340752512216568, 0.48385897278785706]
[0.5129266381263733, 0.5647782683372498, 0.43052172660827637, 0.28848227858543396, 0.5345864295959473]
[0.4919894337654114, 0.5917592644691467, 0.4071531593799591, 0.2604745030403137, 0.5496304035186768]
[0.48643621802330017, 0.5681013464927673, 0.4210772216320038, 0.29305902123451233, 0.5106678605079651]
[0.5405113697052002, 0.5926933884620667, 0.4115977883338928, 0.265913724899292, 0.5505838990211487]
[0.4514324963092804, 0.5575992465019226, 0.45350131392478943, 0.340752512216568, 0.48385897278785706]
[0.49096280336380005, 0.5582101345062256, 0.4482904374599457, 0.32776114344596863, 0.5010882616043091]
[0.4802934229373932, 0.5610222816467285, 0.4416075348854065, 0.2937602400779724, 0.5163626074790955]
[0.52190101146698, 0.5803525447845459, 0.40056803822517395, 0.28619566559791565, 0.5238612294197083]
[0.4170398414134979, 0.5603412389755249, 0.4691137671470642, 0.3220806121826172, 0.46422645449638367]
[0.527215838432312, 0.5793049335479736, 0.4340846538543701, 0.2956574261188507, 0.5560683012008667]
