0
Taking in that beautiful Shanghai crowd with gypsymoonshine,melanienyema,clareturtonderrico,eliottenicole So stoked to play 2 more here! -
[0.5033618807792664, 0.5690739154815674, 0.43610405921936035, 0.2984057366847992, 0.5337091088294983]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.49706757068634033, 0.5696677565574646, 0.4507388174533844, 0.3445306718349457, 0.5043600797653198]
[0.4984050691127777, 0.5506659150123596, 0.4459661841392517, 0.2876785695552826, 0.5384543538093567]
[0.4277115762233734, 0.5746831893920898, 0.41835397481918335, 0.2821466624736786, 0.48144879937171936]
[0.4900120198726654, 0.5693575739860535, 0.43969056010246277, 0.3223763406276703, 0.525058388710022]
[0.4369121193885803, 0.5457566976547241, 0.4344439208507538, 0.29821646213531494, 0.46222877502441406]
[0.5135907530784607, 0.5765295624732971, 0.4076368808746338, 0.2648414969444275, 0.539332389831543]
[0.4901614785194397, 0.5772992968559265, 0.434526264667511, 0.28450801968574524, 0.5113418102264404]
[0.44418179988861084, 0.5793099999427795, 0.42741790413856506, 0.3048102557659149, 0.49628981947898865]
[0.526107132434845, 0.5904674530029297, 0.4262336492538452, 0.25850439071655273, 0.5414292216300964]
[0.4907926917076111, 0.5637834668159485, 0.4414612948894501, 0.2947947084903717, 0.49108949303627014]
[0.5353029370307922, 0.533385694026947, 0.462893545627594, 0.34424328804016113, 0.4874827563762665]
[0.5288125872612, 0.5534624457359314, 0.41906243562698364, 0.2934809625148773, 0.5395529866218567]
[0.5373282432556152, 0.5798380970954895, 0.4247282147407532, 0.283901184797287, 0.5494942665100098]
[0.5033676624298096, 0.5510596632957458, 0.43668296933174133, 0.29528018832206726, 0.5114856362342834]
[0.374422162771225, 0.5599914193153381, 0.45068949460983276, 0.31585198640823364, 0.41715675592422485]
[0.48494797945022583, 0.5755572319030762, 0.44185590744018555, 0.3059462606906891, 0.5438559651374817]
[0.4771979749202728, 0.5815091729164124, 0.4482015371322632, 0.29395636916160583, 0.5121709108352661]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.45180192589759827, 0.5745632648468018, 0.44030648469924927, 0.3146933913230896, 0.4801372289657593]
