0
名字真是门学问,下载一堆姓名学app,买了些姓名五行书,希望他们中文名或英文名能有关联性,看来我要好好开始研究了 你有什么好建议呢?
[0.5087301731109619, 0.5640806555747986, 0.4472881257534027, 0.3363787531852722, 0.509005606174469]
[0.4642614424228668, 0.5387266874313354, 0.46268531680107117, 0.3615913987159729, 0.4972376525402069]
[0.5122414827346802, 0.5788261890411377, 0.47013354301452637, 0.3170967400074005, 0.5143725872039795]
[0.5807897448539734, 0.5725665092468262, 0.43711113929748535, 0.2783152759075165, 0.5562292337417603]
[0.5068809986114502, 0.5205193161964417, 0.5277038812637329, 0.4060099124908447, 0.5394339561462402]
[0.46424663066864014, 0.5518779158592224, 0.48154762387275696, 0.35092979669570923, 0.5125181674957275]
[0.488429456949234, 0.5777502655982971, 0.4278155565261841, 0.2827664315700531, 0.5235151648521423]
[0.5712859630584717, 0.5929799675941467, 0.4242841303348541, 0.27316799759864807, 0.5619115829467773]
[0.5265434384346008, 0.5548528432846069, 0.4621800184249878, 0.3310087323188782, 0.5214824676513672]
[0.6115882396697998, 0.5700725317001343, 0.4253731071949005, 0.25968489050865173, 0.6006706953048706]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.47786301374435425, 0.5685749650001526, 0.4569666385650635, 0.2846490442752838, 0.5101666450500488]
[0.573058009147644, 0.5596341490745544, 0.37552008032798767, 0.2483760267496109, 0.5769716501235962]
[0.5595275163650513, 0.5757042765617371, 0.4545416533946991, 0.3067440092563629, 0.5646799206733704]
[0.49881744384765625, 0.5531607270240784, 0.47968459129333496, 0.3281479477882385, 0.4892074167728424]
[0.4366999566555023, 0.5394858717918396, 0.4876210391521454, 0.36346179246902466, 0.4646356403827667]
[0.5322433710098267, 0.5557223558425903, 0.45363864302635193, 0.2893126606941223, 0.5590006709098816]
[0.5157500505447388, 0.5856660604476929, 0.42511188983917236, 0.27223119139671326, 0.5459151864051819]
[0.5356284379959106, 0.555726170539856, 0.4427773356437683, 0.31090161204338074, 0.5598037838935852]
[0.49804553389549255, 0.5509867668151855, 0.43537405133247375, 0.29960379004478455, 0.524383008480072]
[0.4650244116783142, 0.5768699049949646, 0.4432328939437866, 0.2886543273925781, 0.5188762545585632]
[0.5463659763336182, 0.5781201124191284, 0.42536765336990356, 0.27201536297798157, 0.5604106187820435]
[0.5067116022109985, 0.551026463508606, 0.4836221933364868, 0.34087544679641724, 0.506970226764679]
[0.4785791337490082, 0.5276586413383484, 0.5238453149795532, 0.4463213384151459, 0.5093241930007935]
[0.5059973001480103, 0.5647515654563904, 0.44326820969581604, 0.2996469736099243, 0.4954150915145874]
[0.49545300006866455, 0.5818288922309875, 0.41789063811302185, 0.28046074509620667, 0.5414947867393494]
[0.578662633895874, 0.5722581744194031, 0.4383814036846161, 0.2822211980819702, 0.5744557976722717]
[0.4099441170692444, 0.5336517691612244, 0.5003973245620728, 0.387064665555954, 0.4653564393520355]
[0.575404167175293, 0.5911237001419067, 0.4241458773612976, 0.28612810373306274, 0.5626294016838074]
[0.5636861324310303, 0.5690273642539978, 0.41466760635375977, 0.31169185042381287, 0.5618883967399597]
[0.582574725151062, 0.5563251376152039, 0.4069855213165283, 0.2659004330635071, 0.5615893006324768]
[0.45527374744415283, 0.5522326827049255, 0.44238534569740295, 0.30816903710365295, 0.47768470644950867]
[0.46763890981674194, 0.5680636763572693, 0.4595305025577545, 0.3076331615447998, 0.5042335987091064]
[0.5289579033851624, 0.5761697292327881, 0.4337858557701111, 0.2618164122104645, 0.5505364537239075]
[0.46935996413230896, 0.5746869444847107, 0.450129896402359, 0.2932785153388977, 0.49966952204704285]
[0.5024123787879944, 0.5377552509307861, 0.5125964879989624, 0.3827784061431885, 0.5543933510780334]
[0.4599638879299164, 0.5665398240089417, 0.4746282398700714, 0.3255409896373749, 0.5034745931625366]
[0.5233387351036072, 0.5453656911849976, 0.4293464124202728, 0.26760923862457275, 0.5017957091331482]
[0.5145502090454102, 0.55020672082901, 0.4726356565952301, 0.30300474166870117, 0.5478936433792114]
[0.6595169901847839, 0.5144094228744507, 0.44735807180404663, 0.32401055097579956, 0.6026957631111145]
[0.5494613647460938, 0.5717910528182983, 0.4309168756008148, 0.2917184829711914, 0.5682271718978882]
[0.5349605083465576, 0.5556726455688477, 0.4597071707248688, 0.31501060724258423, 0.5347868204116821]
[0.5145502090454102, 0.55020672082901, 0.4726356565952301, 0.30300474166870117, 0.5478936433792114]
[0.3968300521373749, 0.5331540107727051, 0.4951617121696472, 0.3748295307159424, 0.461346298456192]
[0.4313315153121948, 0.5395238995552063, 0.48706328868865967, 0.3689712882041931, 0.4739255905151367]
[0.5145502090454102, 0.55020672082901, 0.4726356565952301, 0.30300474166870117, 0.5478936433792114]
[0.5299373269081116, 0.5712646842002869, 0.43804389238357544, 0.29730236530303955, 0.5506747961044312]
[0.46034231781959534, 0.538668155670166, 0.4743219316005707, 0.3772178292274475, 0.47270479798316956]
[0.4807247817516327, 0.5684584975242615, 0.4242219924926758, 0.3028194010257721, 0.515480637550354]
[0.5742249488830566, 0.567315936088562, 0.42676955461502075, 0.3035948574542999, 0.5691834688186646]
[0.5238786935806274, 0.534304678440094, 0.4301814138889313, 0.3152792453765869, 0.5508372783660889]
[0.47140803933143616, 0.5525118112564087, 0.4265448749065399, 0.2932783365249634, 0.5160897374153137]
[0.5527191162109375, 0.5854637622833252, 0.44553154706954956, 0.27372634410858154, 0.5558411478996277]
[0.5179548263549805, 0.49795785546302795, 0.5303352475166321, 0.42436516284942627, 0.5304180383682251]
[0.49171939492225647, 0.541435956954956, 0.4405810534954071, 0.366995632648468, 0.5164629220962524]
[0.5557466149330139, 0.577629566192627, 0.4083569347858429, 0.28417539596557617, 0.5764502286911011]
[0.5107074975967407, 0.5668389797210693, 0.4461309313774109, 0.30954888463020325, 0.5395938754081726]
[0.5590232610702515, 0.5707651972770691, 0.42752355337142944, 0.251257061958313, 0.5506885051727295]
[0.509399950504303, 0.5861753821372986, 0.4557681679725647, 0.30695217847824097, 0.5345122218132019]
[0.556974470615387, 0.5727478861808777, 0.4500274956226349, 0.29550305008888245, 0.5461533665657043]
[0.4779779016971588, 0.5739251375198364, 0.4454296827316284, 0.28781527280807495, 0.4932415187358856]
