0
【河南南阳15岁学生猝死课堂 父亲发文追思】11月10日早上，15岁男童云博因心脏骤停在课堂突然昏迷,抢救无效死亡。而头天晚上他写作业写到12点多,早上6:20起床。父亲写道：爸爸深深忏悔，每天睡眠那么少，还无形中增加你的学习压力……,爸爸知道你累了,从此再也没有压力了。
[0.5144041180610657, 0.5732280015945435, 0.4229631721973419, 0.2746093273162842, 0.5363844037055969]
[0.5199528932571411, 0.5788806676864624, 0.4131034314632416, 0.2734413146972656, 0.5214940309524536]
[0.5277753472328186, 0.5689829587936401, 0.4408358037471771, 0.3360195755958557, 0.5157411098480225]
[0.3806028962135315, 0.552269697189331, 0.4700677990913391, 0.336693674325943, 0.4592787027359009]
[0.5020854473114014, 0.555808424949646, 0.5047128796577454, 0.406634658575058, 0.5489221811294556]
[0.4683545231819153, 0.5610187649726868, 0.4932557940483093, 0.3536948561668396, 0.522404134273529]
[0.5143303871154785, 0.5717718005180359, 0.42106276750564575, 0.24786780774593353, 0.5308701395988464]
[0.4845976233482361, 0.5706660151481628, 0.44576218724250793, 0.3236749768257141, 0.5270490646362305]
[0.4516833424568176, 0.5204524397850037, 0.505038857460022, 0.4156882166862488, 0.5057848691940308]
[0.49975526332855225, 0.5874056220054626, 0.4230498969554901, 0.27203112840652466, 0.5168728828430176]
[0.4802953600883484, 0.5544421672821045, 0.48813292384147644, 0.3790133595466614, 0.4969346523284912]
[0.5354865789413452, 0.5888907313346863, 0.41922876238822937, 0.2605830132961273, 0.5253303050994873]
[0.5376718044281006, 0.5903332829475403, 0.41265973448753357, 0.27199214696884155, 0.5678049921989441]
[0.5568117499351501, 0.5495385527610779, 0.4513961970806122, 0.32060015201568604, 0.526117742061615]
[0.4777875542640686, 0.5277076363563538, 0.5356407165527344, 0.46043944358825684, 0.45943647623062134]
[0.555120050907135, 0.5722251534461975, 0.4161887466907501, 0.2571423649787903, 0.55808424949646]
[0.41063955426216125, 0.49733445048332214, 0.5607418417930603, 0.4324389100074768, 0.4271209239959717]
[0.5303481817245483, 0.5465735793113708, 0.436216801404953, 0.34119272232055664, 0.5419180393218994]
[0.49819183349609375, 0.5695810914039612, 0.4092336595058441, 0.28381651639938354, 0.5330636501312256]
[0.5149213075637817, 0.5745115280151367, 0.4294396936893463, 0.2818833291530609, 0.5206738114356995]
[0.46110254526138306, 0.5542191863059998, 0.4402841031551361, 0.3193511962890625, 0.5145246982574463]
[0.3293208181858063, 0.5498015284538269, 0.5127270221710205, 0.3995697498321533, 0.4159163236618042]
[0.49819183349609375, 0.5695810914039612, 0.4092336595058441, 0.28381651639938354, 0.5330636501312256]
[0.5208417773246765, 0.5485333204269409, 0.4530271291732788, 0.3161538243293762, 0.5222992300987244]
[0.45890435576438904, 0.5291081666946411, 0.506134569644928, 0.43272149562835693, 0.505559504032135]
[0.5317447781562805, 0.5844460725784302, 0.4200039505958557, 0.2797051668167114, 0.5529469847679138]
[0.5468920469284058, 0.5440497994422913, 0.4323011338710785, 0.30687984824180603, 0.5548271536827087]
[0.47023242712020874, 0.5672659873962402, 0.44494062662124634, 0.29080432653427124, 0.49971359968185425]
[0.299699991941452, 0.5357517004013062, 0.46393805742263794, 0.3387625217437744, 0.4280739426612854]
[0.5007590055465698, 0.5845343470573425, 0.42577123641967773, 0.286435067653656, 0.5231371521949768]
[0.5308980345726013, 0.5805707573890686, 0.4235946834087372, 0.27408766746520996, 0.5589814782142639]
[0.4989616870880127, 0.5583522319793701, 0.43066170811653137, 0.26081281900405884, 0.5262182950973511]
[0.4465654194355011, 0.4935648739337921, 0.5308082103729248, 0.4552929103374481, 0.5004816055297852]
[0.5196709632873535, 0.6033245325088501, 0.435820609331131, 0.2841445207595825, 0.5422102808952332]
[0.5372751355171204, 0.5904236435890198, 0.4142782688140869, 0.27267175912857056, 0.5696178674697876]
[0.5067278742790222, 0.5854912996292114, 0.41318050026893616, 0.28159716725349426, 0.5336258411407471]
[0.5017077326774597, 0.5972452759742737, 0.4185962975025177, 0.2601926922798157, 0.5210602879524231]
[0.5323984622955322, 0.5765292048454285, 0.41543325781822205, 0.27174463868141174, 0.5628141164779663]
[0.4393029808998108, 0.5525112152099609, 0.45616501569747925, 0.33528703451156616, 0.4746348559856415]
[0.5201802253723145, 0.5351212024688721, 0.4595012962818146, 0.3558847904205322, 0.5504027605056763]
[0.3900560438632965, 0.5298770070075989, 0.496826708316803, 0.38965028524398804, 0.4627666473388672]
[0.5010460615158081, 0.5441617369651794, 0.46556800603866577, 0.3568764328956604, 0.5043099522590637]
[0.44233372807502747, 0.5726239681243896, 0.4520553648471832, 0.31278595328330994, 0.4822511374950409]
[0.3425438404083252, 0.5208228826522827, 0.5323510766029358, 0.5276144742965698, 0.46005186438560486]
[0.5275866985321045, 0.5738277435302734, 0.39915409684181213, 0.24945354461669922, 0.559269905090332]
[0.5397323966026306, 0.5986484289169312, 0.42316994071006775, 0.2700996696949005, 0.5608393549919128]
[0.46197065711021423, 0.5474254488945007, 0.5265271067619324, 0.4524739384651184, 0.47635993361473083]
[0.5551584959030151, 0.5472703576087952, 0.43761003017425537, 0.29924091696739197, 0.533778190612793]
[0.5045962929725647, 0.558379054069519, 0.44754737615585327, 0.32272735238075256, 0.5346736907958984]
[0.5150607824325562, 0.5867621302604675, 0.44191884994506836, 0.2926778495311737, 0.5347335338592529]
[0.5125675201416016, 0.520405650138855, 0.4713151156902313, 0.3691365718841553, 0.5327242016792297]
[0.503840446472168, 0.5498696565628052, 0.44550850987434387, 0.302072137594223, 0.532965898513794]
[0.5366026759147644, 0.5471287369728088, 0.4246545135974884, 0.26635637879371643, 0.5459631681442261]
[0.33419448137283325, 0.5596022009849548, 0.44180619716644287, 0.30573782324790955, 0.4624442756175995]
[0.4771995544433594, 0.5327163934707642, 0.5633840560913086, 0.49420708417892456, 0.5219004154205322]
[0.471264511346817, 0.5688157677650452, 0.4298941493034363, 0.28584837913513184, 0.48071402311325073]
[0.4362923502922058, 0.5236024260520935, 0.5154934525489807, 0.3986110985279083, 0.44294556975364685]
[0.4570516049861908, 0.5165660381317139, 0.5178353190422058, 0.4261794090270996, 0.49111175537109375]
[0.46164441108703613, 0.5300120711326599, 0.4733739197254181, 0.36339274048805237, 0.48852595686912537]
[0.4923703372478485, 0.5930178761482239, 0.41714462637901306, 0.2783949077129364, 0.5230639576911926]
[0.5037818551063538, 0.5902881026268005, 0.4406103491783142, 0.2775658965110779, 0.5316686034202576]
[0.41694581508636475, 0.5235856771469116, 0.5073192119598389, 0.364584356546402, 0.462908536195755]
[0.4809638559818268, 0.5452699065208435, 0.5112802982330322, 0.394861102104187, 0.5454466342926025]
[0.5637451410293579, 0.5521835088729858, 0.41337764263153076, 0.3098182678222656, 0.5424953699111938]
[0.5559229254722595, 0.5849750638008118, 0.43230563402175903, 0.31978416442871094, 0.5409029126167297]
[0.49819183349609375, 0.5695810914039612, 0.4092336595058441, 0.28381651639938354, 0.5330636501312256]
[0.36543402075767517, 0.5201172232627869, 0.5382267832756042, 0.5769011378288269, 0.45354926586151123]
[0.41342678666114807, 0.5160571336746216, 0.5500021576881409, 0.6160252690315247, 0.4872749447822571]
[0.48828935623168945, 0.5434786677360535, 0.46566247940063477, 0.34807679057121277, 0.49863046407699585]
[0.467246949672699, 0.5685393810272217, 0.45063838362693787, 0.33420529961586, 0.5106188058853149]
[0.4594982862472534, 0.5653589963912964, 0.42814603447914124, 0.2598564624786377, 0.5011208653450012]
[0.5229742527008057, 0.5782365798950195, 0.4428400695323944, 0.29645270109176636, 0.5616170763969421]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5611302852630615, 0.5529882907867432, 0.4291406571865082, 0.28794872760772705, 0.5649331212043762]
[0.5397780537605286, 0.5794835090637207, 0.3960338532924652, 0.26983925700187683, 0.5541406869888306]
[0.4812605381011963, 0.5714454054832458, 0.42791104316711426, 0.2951904535293579, 0.5234688520431519]
[0.4908280670642853, 0.5766679644584656, 0.4250636696815491, 0.27671945095062256, 0.5227842330932617]
[0.5198528170585632, 0.5400692224502563, 0.47911468148231506, 0.36816754937171936, 0.5268315076828003]
