0
娃娃卖衣服啦！！！双11快来抢福利吧，第1,11,111,1111名通通免单！还有新品7折领券再包邮！转发此条微博 三位好友，抽取6名幸运小仙女，新款衣服、300元素颜系列大礼包、娃娃亲笔签名著作集（四本）三选一任性送，任性双11。更多惊喜请戳店铺
[0.4862080514431, 0.5405237674713135, 0.5046337246894836, 0.3870243728160858, 0.497923344373703]
[0.5542356371879578, 0.5571426749229431, 0.4169520437717438, 0.26994505524635315, 0.5727096199989319]
[0.4569447338581085, 0.5463358163833618, 0.48284125328063965, 0.31871497631073, 0.4599440097808838]
[0.48559021949768066, 0.5736326575279236, 0.44611841440200806, 0.3037865459918976, 0.529653787612915]
[0.44185563921928406, 0.5271740555763245, 0.4960198402404785, 0.3782503604888916, 0.4887085556983948]
[0.5647144317626953, 0.5625836253166199, 0.4360290765762329, 0.30564069747924805, 0.5776951313018799]
[0.46601602435112, 0.5651649832725525, 0.4377492070198059, 0.2894585430622101, 0.48092910647392273]
[0.5173184871673584, 0.5850166082382202, 0.403290718793869, 0.2672835886478424, 0.5453559756278992]
[0.485012412071228, 0.5710482001304626, 0.4164053797721863, 0.2882227897644043, 0.5118537545204163]
[0.4720859229564667, 0.5799694061279297, 0.42899712920188904, 0.2883280813694, 0.4969491958618164]
[0.4631211459636688, 0.5613986253738403, 0.46110183000564575, 0.32924869656562805, 0.49420371651649475]
[0.3536585867404938, 0.561711847782135, 0.4298149049282074, 0.27608194947242737, 0.44226711988449097]
[0.5640540719032288, 0.5538938045501709, 0.3885417878627777, 0.2750788629055023, 0.5792334079742432]
[0.5224273800849915, 0.5958884358406067, 0.42197656631469727, 0.28230488300323486, 0.5269283652305603]
[0.5460410714149475, 0.5876706838607788, 0.42880913615226746, 0.2766272723674774, 0.5353773832321167]
[0.47825008630752563, 0.5571085810661316, 0.41776081919670105, 0.3080616295337677, 0.49265116453170776]
[0.4720859229564667, 0.5799694061279297, 0.42899712920188904, 0.2883280813694, 0.4969491958618164]
[0.5122120380401611, 0.5746265053749084, 0.45372265577316284, 0.34322014451026917, 0.5474579930305481]
[0.409859836101532, 0.5016722679138184, 0.5100316405296326, 0.4043404161930084, 0.5140984654426575]
[0.5205041766166687, 0.5749271512031555, 0.4405965805053711, 0.31270286440849304, 0.519020676612854]
[0.5075573921203613, 0.5716172456741333, 0.47751960158348083, 0.35069742798805237, 0.5076755881309509]
[0.473119854927063, 0.5725741982460022, 0.4464668333530426, 0.2956106960773468, 0.5014573335647583]
[0.5596047043800354, 0.5912171006202698, 0.43482694029808044, 0.3101094961166382, 0.5389256477355957]
[0.4959523677825928, 0.5794788599014282, 0.43553346395492554, 0.27664509415626526, 0.5169098973274231]
[0.4736325740814209, 0.5649881362915039, 0.4499238133430481, 0.33965110778808594, 0.4851990342140198]
[0.4736325740814209, 0.5649881362915039, 0.4499238133430481, 0.33965110778808594, 0.4851990342140198]
[0.5243779420852661, 0.5363703966140747, 0.451372891664505, 0.39368897676467896, 0.5692824721336365]
[0.4916676878929138, 0.5719970464706421, 0.4111637473106384, 0.2870716452598572, 0.5254030227661133]
[0.5513684153556824, 0.6057378649711609, 0.42337465286254883, 0.2631153464317322, 0.5492530465126038]
[0.30856209993362427, 0.5611352324485779, 0.4593897759914398, 0.29626744985580444, 0.4367264211177826]
[0.5058897137641907, 0.5832006335258484, 0.43435025215148926, 0.26824602484703064, 0.5498504638671875]
[0.48511233925819397, 0.5470109581947327, 0.44530776143074036, 0.31991851329803467, 0.5266512632369995]
[0.3965502083301544, 0.5452122092247009, 0.5276041626930237, 0.42416131496429443, 0.4576866924762726]
[0.5476120710372925, 0.5515931844711304, 0.4724511206150055, 0.30450302362442017, 0.5518718957901001]
[0.5064299702644348, 0.5431290864944458, 0.43886271119117737, 0.35415732860565186, 0.5161890387535095]
[0.541579008102417, 0.574200451374054, 0.4580343961715698, 0.3097248077392578, 0.5324856638908386]
[0.6039010882377625, 0.499333918094635, 0.4805517792701721, 0.3682730793952942, 0.5798566937446594]
[0.5581270456314087, 0.5673770904541016, 0.4171503782272339, 0.28201180696487427, 0.5730158090591431]
[0.5820804238319397, 0.5752712488174438, 0.4259736239910126, 0.2507385015487671, 0.5735200047492981]
[0.48080694675445557, 0.5722522735595703, 0.44752398133277893, 0.30451589822769165, 0.502743661403656]
[0.48716187477111816, 0.585250973701477, 0.4232970178127289, 0.2700643539428711, 0.49718955159187317]
[0.4360851049423218, 0.5663738250732422, 0.4399016499519348, 0.32468894124031067, 0.49688443541526794]
[0.48942628502845764, 0.5415245294570923, 0.4566139280796051, 0.3599424958229065, 0.4991965591907501]
[0.5255932211875916, 0.5413070917129517, 0.4467105567455292, 0.32529395818710327, 0.4737151861190796]
[0.43229591846466064, 0.5487358570098877, 0.474015474319458, 0.3702147305011749, 0.5082778334617615]
[0.6181892156600952, 0.5826160907745361, 0.348930299282074, 0.21329620480537415, 0.5993390083312988]
[0.5040793418884277, 0.5695348978042603, 0.4399236738681793, 0.3296371102333069, 0.5147225856781006]
[0.45620468258857727, 0.5525394082069397, 0.4778241515159607, 0.3954412341117859, 0.478879451751709]
[0.467972069978714, 0.5596506595611572, 0.47286882996559143, 0.34435388445854187, 0.4891144335269928]
[0.3751515746116638, 0.5547821521759033, 0.4413645267486572, 0.2742364704608917, 0.46084660291671753]
[0.5125665068626404, 0.5394071936607361, 0.4369274973869324, 0.30683276057243347, 0.5226497650146484]
[0.4543973207473755, 0.5381609201431274, 0.48386240005493164, 0.3602137863636017, 0.5008206963539124]
[0.4739944636821747, 0.5526082515716553, 0.4603399932384491, 0.34362152218818665, 0.5082756280899048]
[0.5375664830207825, 0.5914820432662964, 0.42165520787239075, 0.26242920756340027, 0.5639750957489014]
[0.47488993406295776, 0.5791686177253723, 0.41604751348495483, 0.2714804410934448, 0.5338785648345947]
[0.5274954438209534, 0.5847716331481934, 0.42042064666748047, 0.2743668854236603, 0.525130569934845]
[0.5406401753425598, 0.5750700831413269, 0.4067550599575043, 0.24871312081813812, 0.5774591565132141]
[0.3536585867404938, 0.561711847782135, 0.4298149049282074, 0.27608194947242737, 0.44226711988449097]
[0.4707825481891632, 0.5494717955589294, 0.4318001866340637, 0.3096121847629547, 0.4915263056755066]
[0.519123375415802, 0.5629801750183105, 0.42058491706848145, 0.2868116796016693, 0.5094322562217712]
[0.5188766717910767, 0.5448298454284668, 0.43625155091285706, 0.279839426279068, 0.5228766202926636]
[0.44146424531936646, 0.5758295059204102, 0.44121038913726807, 0.3030284643173218, 0.5095041394233704]
[0.5000775456428528, 0.556033194065094, 0.41443824768066406, 0.2880602478981018, 0.5552608370780945]
[0.4955809712409973, 0.5692307949066162, 0.4453481137752533, 0.30730873346328735, 0.5158126950263977]
[0.49280044436454773, 0.5651146173477173, 0.423778235912323, 0.30812156200408936, 0.507638692855835]
[0.49280044436454773, 0.5651146173477173, 0.423778235912323, 0.30812156200408936, 0.507638692855835]
[0.496165007352829, 0.555021345615387, 0.42555123567581177, 0.30081886053085327, 0.5021331906318665]
[0.4538670778274536, 0.5301528573036194, 0.48950809240341187, 0.3879964053630829, 0.516859233379364]
